bit_rate_kbps,rf_profile,tx_power_dbm,frames_transmitted,frames_received,frames_lost,frame_loss_percent,delivery_percent,requested_duration_s,frame_bytes,inter_frame_gap_ms,status,source_directory
0.3,,24.0,13,13,0,0.0,100.0,60.0,58,15,ok,20260720_154645_radio_ebyte_e32_433t33d_continuous_rx
4.8,,24.0,271,220,51,18.819188191881917,81.18081180811808,60.0,58,15,ok,20260720_162053_radio_ebyte_e32_433t33d_continuous_rx
19.2,,24.0,569,270,299,52.54833040421793,47.45166959578207,60.0,58,15,ok,20260720_155848_radio_ebyte_e32_433t33d_continuous_rx
0.3,,27.0,13,13,0,0.0,100.0,60.0,58,15,ok,20260720_154645_radio_ebyte_e32_433t33d_continuous_rx
4.8,,27.0,271,220,51,18.819188191881917,81.18081180811808,60.0,58,15,ok,20260720_162053_radio_ebyte_e32_433t33d_continuous_rx
19.2,,27.0,569,284,285,50.08787346221441,49.91212653778559,60.0,58,15,ok,20260720_155848_radio_ebyte_e32_433t33d_continuous_rx
0.3,,30.0,13,13,0,0.0,100.0,60.0,58,15,ok,20260720_154645_radio_ebyte_e32_433t33d_continuous_rx
4.8,,30.0,271,221,50,18.45018450184502,81.54981549815498,60.0,58,15,ok,20260720_162053_radio_ebyte_e32_433t33d_continuous_rx
19.2,,30.0,569,268,301,52.89982425307557,47.10017574692443,60.0,58,15,ok,20260720_155848_radio_ebyte_e32_433t33d_continuous_rx
