profile_id,module,measurement_direction,payload_bytes,frame_count,max_frame_payload_bytes,tx_power_dbm,bit_rate_kbps,rf_profile,runs,events_detected,packets_attempted,packets_received,packets_lost,packet_loss_percent,status_ok_runs,event_duration_ms_mean,event_duration_ms_stdev,tx_mean_uA_mean,tx_peak_uA_mean,rx_mean_uA_mean,rx_peak_uA_mean,event_mean_uA_mean,event_peak_uA_mean,energy_total_uJ_mean,energy_total_uJ_stdev,energy_total_mJ_mean,energy_excess_uJ_mean,energy_per_byte_uJ,energy_excess_per_byte_uJ,effective_payload_rate_kbps,energy_cv_percent,sample_loss_percent_mean,sample_loss_percent_max
RADIO_EBYTE_E280_SX1280,Ebyte E280-2G4T12S UART (SX1280),tx,8,1,8,4,1.0,,5,5,5,5,0,0.0,5,436.274,0.016733200530688372,24082.396831434664,29605.675646198797,0.0,0.0,24082.396831434664,29605.675646198797,34671.52826102928,23.082692019180858,34.67152826102928,8920.505970083464,4333.94103262866,1115.063246260433,0.14669680063446366,0.06657535210273888,0.29473684210526313,0.29473684210526313
RADIO_EBYTE_E280_SX1280,Ebyte E280-2G4T12S UART (SX1280),tx,32,1,32,4,1.0,,5,5,5,5,0,0.0,5,680.056,0.013416407864986536,24027.113371064268,29535.77676427154,0.0,0.0,24027.113371064268,29535.77676427154,53921.28249766247,24.31720552187283,53.92128249766247,13779.625851676674,1685.0400780519522,430.61330786489606,0.37643958732810234,0.045097602274068685,0.0,0.0
RADIO_EBYTE_E280_SX1280,Ebyte E280-2G4T12S UART (SX1280),tx,64,1,64,4,1.0,,5,5,5,5,0,0.0,5,990.7959999999999,0.02408318915757213,24061.514724363544,29645.565867012174,0.0,0.0,24061.514724363544,29645.565867012174,78672.17421925112,75.60013551878122,78.67217421925112,20250.402449598732,1229.2527221757987,316.4125382749802,0.51675622428835,0.09609513944293893,0.10980278841291628,0.13725348551614536
RADIO_EBYTE_E280_SX1280,Ebyte E280-2G4T12S UART (SX1280),tx,8,1,8,4,100.0,,5,5,5,5,0,0.0,5,2.572,0.01643167672515501,24682.79116977375,28889.177517068914,0.0,0.0,24682.79116977375,28889.177517068914,209.4943515268714,0.7367656210139387,0.2094943515268714,51.62915192267955,26.186793940858927,6.453643990334943,24.883359253499222,0.35168758281267326,0.29473684210526313,0.29473684210526313
RADIO_EBYTE_E280_SX1280,Ebyte E280-2G4T12S UART (SX1280),tx,32,1,32,4,100.0,,5,5,5,5,0,0.0,5,4.518,0.02863564212655281,24976.258639490155,29836.344571973103,0.0,0.0,24976.258639490155,29836.344571973103,372.37599883570925,1.8699005515094766,0.37237599883570927,93.44632126989771,11.636749963615914,2.9201975396843034,56.6622399291722,0.5021538867585472,0.2357894736842105,0.29473684210526313
RADIO_EBYTE_E280_SX1280,Ebyte E280-2G4T12S UART (SX1280),tx,64,1,64,4,100.0,,5,5,5,5,0,0.0,5,6.895999999999999,0.015165750888103189,25023.42997921255,29686.56654143187,0.0,0.0,25023.42997921255,29686.56654143187,569.4512006159987,0.6607981776864477,0.5694512006159986,143.27819221697436,8.89767500962498,2.2387217533902244,74.24593967517403,0.11604123004247514,0.2357894736842105,0.29473684210526313
RADIO_EBYTE_E280_SX1280,Ebyte E280-2G4T12S UART (SX1280),tx,8,1,8,4,2000.0,,5,5,5,5,0,0.0,5,0.284,0.005477225575051666,19312.01760810728,28461.93849741744,0.0,0.0,19312.01760810728,28461.93849741744,18.10062538764489,0.5181700642938032,0.01810062538764489,3.1418283972820427,2.262578173455611,0.39272854966025533,225.35211267605635,2.8627191226635476,0.17684210526315786,0.29473684210526313
RADIO_EBYTE_E280_SX1280,Ebyte E280-2G4T12S UART (SX1280),tx,32,1,32,4,2000.0,,5,5,5,5,0,0.0,5,0.372,0.03492849839314597,20858.63143922313,29027.994380237862,0.0,0.0,20858.63143922313,29027.994380237862,25.51610413749865,1.374676364865788,0.025516104137498653,5.0728152989798465,0.7973782542968328,0.1585254780931202,688.1720430107526,5.38748532087057,0.29473684210526313,0.29473684210526313
RADIO_EBYTE_E280_SX1280,Ebyte E280-2G4T12S UART (SX1280),tx,64,1,64,4,2000.0,,5,5,5,5,0,0.0,5,0.496,0.015165750888103085,21737.77711468277,28202.93481652099,0.0,0.0,21737.77711468277,28202.93481652099,35.56618616863064,0.5142855120799223,0.03556618616863064,7.865976747749036,0.5557216588848537,0.12290588668357869,1032.258064516129,1.445995670273812,0.2357894736842105,0.29473684210526313
RADIO_EBYTE_E280_SX1280,Ebyte E280-2G4T12S UART (SX1280),tx,8,1,8,7,1.0,,5,5,5,5,0,0.0,5,436.3,0.012247448713904752,26140.24379001151,31932.479666982857,0.0,0.0,26140.24379001151,31932.479666982857,37636.4616976583,36.46225506914292,37.6364616976583,11897.969590769615,4704.557712207287,1487.2461988462019,0.14668805867522347,0.09688013544432515,0.2357894736842105,0.29473684210526313
