bit_rate_kbps,tx_power_dbm,frames_transmitted,frames_received,frames_lost,frame_loss_percent,delivery_percent,requested_duration_s,frame_bytes,inter_frame_gap_ms,status,source_directory
1.2,-30.0,162,162,0,0.0,100.0,60.0,32,15,ok,C:\Users\Alexandru\Desktop\module radio\ESP32-C3_Radio\power_profiler\loss_results\20260717_143647_radio_cc1101_v2_868_continuous_rx
38.4,-30.0,2223,1752,471,21.18758434547908,78.81241565452092,60.0,32,15,ok,C:\Users\Alexandru\Desktop\module radio\ESP32-C3_Radio\power_profiler\loss_results\20260717_144111_radio_cc1101_v2_868_continuous_rx
250.0,-30.0,3334,0,3334,100.0,0.0,60.0,32,15,no_rx_data,C:\Users\Alexandru\Desktop\module radio\ESP32-C3_Radio\power_profiler\loss_results\20260717_144531_radio_cc1101_v2_868_continuous_rx
1.2,0.0,162,162,0,0.0,100.0,60.0,32,15,ok,C:\Users\Alexandru\Desktop\module radio\ESP32-C3_Radio\power_profiler\loss_results\20260717_143647_radio_cc1101_v2_868_continuous_rx
38.4,0.0,2223,2223,0,0.0,100.0,60.0,32,15,ok,C:\Users\Alexandru\Desktop\module radio\ESP32-C3_Radio\power_profiler\loss_results\20260717_144111_radio_cc1101_v2_868_continuous_rx
250.0,0.0,3334,243,3091,92.71145770845831,7.288542291541688,60.0,32,15,ok,C:\Users\Alexandru\Desktop\module radio\ESP32-C3_Radio\power_profiler\loss_results\20260717_144531_radio_cc1101_v2_868_continuous_rx
1.2,10.0,162,162,0,0.0,100.0,60.0,32,15,ok,C:\Users\Alexandru\Desktop\module radio\ESP32-C3_Radio\power_profiler\loss_results\20260717_143647_radio_cc1101_v2_868_continuous_rx
38.4,10.0,2223,2223,0,0.0,100.0,60.0,32,15,ok,C:\Users\Alexandru\Desktop\module radio\ESP32-C3_Radio\power_profiler\loss_results\20260717_144111_radio_cc1101_v2_868_continuous_rx
250.0,10.0,3334,3334,0,0.0,100.0,60.0,32,15,ok,C:\Users\Alexandru\Desktop\module radio\ESP32-C3_Radio\power_profiler\loss_results\20260717_144531_radio_cc1101_v2_868_continuous_rx
