payload_bytes,tx_power_dbm,bit_rate_kbps,energy_total_mJ_mean,energy_total_mJ_stdev,energy_per_byte_uJ,event_duration_ms_mean,runs,source_session
8,-30,1.2,3.751697341659911,0.010552391434073962,468.9621677074889,102.92,5,20260716_203149_radio_cc1101_v2_868
32,-30,1.2,9.607181204003057,0.008231985496792587,300.2244126250955,262.82399999999996,5,20260716_203149_radio_cc1101_v2_868
64,-30,1.2,17.41749636097791,0.007619503849218607,272.14838064027987,476.46000000000004,5,20260716_203149_radio_cc1101_v2_868
128,-30,1.2,34.86363260493259,0.08451585827676983,272.37212972603584,953.476,5,20260716_213203_radio_cc1101_v2_868
512,-30,1.2,139.32672574397066,0.04897184221022111,272.1225112186927,3814.0440000000003,5,20260716_213203_radio_cc1101_v2_868
1024,-30,1.2,278.6075410945802,0.21041672678558693,272.077676850176,7627.668,5,20260716_213203_radio_cc1101_v2_868
8,-30,38.4,0.15189894407324253,0.002925645245343545,18.987368009155315,5.088,5,20260716_203149_radio_cc1101_v2_868
32,-30,38.4,0.33697276446658303,0.0026393413734826354,10.53039888958072,9.906,5,20260716_203149_radio_cc1101_v2_868
64,-30,38.4,0.5860029191330586,0.0020091294583008874,9.15629561145404,16.918,5,20260716_203149_radio_cc1101_v2_868
128,-30,38.4,1.176958544249262,0.003572255955743985,9.19498862694736,34.338,5,20260716_213203_radio_cc1101_v2_868
512,-30,38.4,4.6922660914722885,0.005474694420619619,9.164582209906813,135.554,5,20260716_213203_radio_cc1101_v2_868
1024,-30,38.4,9.372781297005927,0.011100960722053292,9.153106735357351,270.456,5,20260716_213203_radio_cc1101_v2_868
8,-30,250.0,0.051865095517459506,0.001514117792307733,6.4831369396824385,2.084,5,20260716_203149_radio_cc1101_v2_868
32,-30,250.0,0.08341994082311821,0.000671538027858472,2.606873150722444,2.8259999999999996,5,20260716_203149_radio_cc1101_v2_868
64,-30,250.0,0.1254011652547157,0.0011284378640534975,1.9593932071049327,4.024,5,20260716_203149_radio_cc1101_v2_868
128,-30,250.0,0.254588065133511,0.001555599900838759,1.9889692588555548,9.056000000000001,5,20260716_213203_radio_cc1101_v2_868
512,-30,250.0,1.008741065512794,0.00333609694572577,1.9701973935796757,34.922000000000004,5,20260716_213203_radio_cc1101_v2_868
1024,-30,250.0,2.0183514783906302,0.003065364206397367,1.97104636561585,69.444,5,20260716_213203_radio_cc1101_v2_868
8,0,1.2,5.18987919615684,0.004248233933386557,648.7348995196049,102.93800000000002,5,20260716_203149_radio_cc1101_v2_868
32,0,1.2,13.329713491038866,0.005818836808213096,416.5535465949646,263.156,5,20260716_203149_radio_cc1101_v2_868
64,0,1.2,24.18573193669933,0.020646650472547056,377.902061510927,476.6139999999999,5,20260716_203149_radio_cc1101_v2_868
128,0,1.2,48.32034870342812,0.023291836486057572,377.50272424553214,953.844,5,20260716_213203_radio_cc1101_v2_868
512,0,1.2,193.16401220576972,0.1372468343032827,377.273461339394,3813.7039999999993,5,20260716_213203_radio_cc1101_v2_868
1024,0,1.2,386.2040389210385,0.21713439016576597,377.15238175882666,7627.8679999999995,5,20260716_213203_radio_cc1101_v2_868
8,0,38.4,0.1942685021103203,0.001637181586019016,24.283562763790037,4.7620000000000005,5,20260716_203149_radio_cc1101_v2_868
32,0,38.4,0.45397175653785854,0.0031161568738344234,14.18661739180808,10.068000000000001,5,20260716_203149_radio_cc1101_v2_868
64,0,38.4,0.7973666235656428,0.0019599854076790464,12.45885349321317,16.584,5,20260716_203149_radio_cc1101_v2_868
128,0,38.4,1.598691406271891,0.00254868648440409,12.489776611499149,34.324,5,20260716_213203_radio_cc1101_v2_868
512,0,38.4,6.3795302427006275,0.00470134992101085,12.460020005274663,135.576,5,20260716_213203_radio_cc1101_v2_868
1024,0,38.4,12.75371629124758,0.00973005524574867,12.454801065671464,270.46999999999997,5,20260716_213203_radio_cc1101_v2_868
8,0,250.0,0.05851718206122017,0.002616740675340438,7.314647757652521,2.096,5,20260716_203149_radio_cc1101_v2_868
32,0,250.0,0.1011725175622736,0.00153989999334694,3.1616411738210504,2.822,5,20260716_203149_radio_cc1101_v2_868
64,0,250.0,0.15866832722727361,0.001599311838141763,2.47919261292615,4.1899999999999995,5,20260716_203149_radio_cc1101_v2_868
128,0,250.0,0.3194711248297305,0.0026425408225463024,2.4958681627322696,9.07,5,20260716_213203_radio_cc1101_v2_868
512,0,250.0,1.2694261358482661,0.0021068876900194253,2.4793479215786447,34.948,5,20260716_213203_radio_cc1101_v2_868
1024,0,250.0,2.535876393163659,0.004177694452659882,2.4764417901988858,69.61800000000001,5,20260716_213203_radio_cc1101_v2_868
8,10,1.2,9.477530203637116,0.005155824371184642,1184.6912754546395,103.14000000000001,5,20260716_203149_radio_cc1101_v2_868
32,10,1.2,24.404194600399396,0.00948351986322771,762.6310812624812,262.84999999999997,5,20260716_203149_radio_cc1101_v2_868
64,10,1.2,44.306141565847845,0.012368645905474469,692.2834619663726,476.46000000000004,5,20260716_203149_radio_cc1101_v2_868
128,10,1.2,88.5760175505107,0.034813776775947006,692.0001371133649,954.0220000000002,5,20260716_213203_radio_cc1101_v2_868
512,10,1.2,354.3655118599884,0.20033058685243796,692.1201403515398,3814.228,5,20260716_213203_radio_cc1101_v2_868
1024,10,1.2,709.5697052253886,0.47020046400923454,692.9391652591686,7627.645999999999,5,20260716_213203_radio_cc1101_v2_868
8,10,38.4,0.3302031487039077,0.0023200983490942167,41.27539358798846,4.790000000000001,5,20260716_203149_radio_cc1101_v2_868
32,10,38.4,0.8003512904144343,0.0016606385394464928,25.01097782545107,9.902,5,20260716_203149_radio_cc1101_v2_868
64,10,38.4,1.4238973923256912,0.0017801976685195382,22.248396755088926,16.582,5,20260716_203149_radio_cc1101_v2_868
128,10,38.4,2.855977551965675,0.003997750257205549,22.312324624731836,34.160000000000004,5,20260716_213203_radio_cc1101_v2_868
512,10,38.4,11.404086461440235,0.0030879276929694837,22.273606370000458,135.012,5,20260716_213203_radio_cc1101_v2_868
1024,10,38.4,22.811888584886905,0.0074780446622811645,22.277234946178616,270.256,5,20260716_213203_radio_cc1101_v2_868
8,10,250.0,0.07954138734323805,0.0020567752240727745,9.942673417904757,2.088,5,20260716_203149_radio_cc1101_v2_868
32,10,250.0,0.15682194655974813,0.002302825568676979,4.9006858299921285,3.1719999999999997,5,20260716_203149_radio_cc1101_v2_868
64,10,250.0,0.25703159750604565,0.002352289977882992,4.016118711031964,4.37,5,20260716_203149_radio_cc1101_v2_868
128,10,250.0,0.5130976728296966,0.001985689450918574,4.008575568982005,9.054,5,20260716_213203_radio_cc1101_v2_868
512,10,250.0,2.0449072091088927,0.0025916633844804593,3.9939593927908064,35.124,5,20260716_213203_radio_cc1101_v2_868
1024,10,250.0,4.084089973325173,0.001975116792308187,3.9883691145753644,69.578,5,20260716_213203_radio_cc1101_v2_868
