module,measurement_direction,payload_bytes,tx_power_dbm,bit_rate_kbps,rf_profile,runs,status_ok_runs,packets_received,energy_total_mJ_mean,energy_total_uJ_stdev,event_mean_uA_mean,event_peak_uA_mean,event_duration_ms_mean,sample_loss_percent_max
Ebyte E32-433T20D UART,tx,8,10,0.3,,5,5,5,288.6217063921239,310.78635554023634,53108.645653353014,70122.706485944,1646.834,0.05553218342448465
Ebyte E32-433T20D UART,tx,32,10,0.3,,5,5,5,546.9624617953968,564.0989829111788,53099.98931301762,72376.37008442965,3121.398,0.014987877452060833
Ebyte E32-433T20D UART,tx,58,10,0.3,,5,5,5,863.2673344159065,945.9420583509857,53130.53566850083,78239.93266175473,4923.650000000001,0.012214628471717318
Ebyte E32-433T20D UART,tx,128,10,0.3,,5,5,5,2045.4267063604034,560.3525871122083,53167.62640985439,78089.4596576558,11657.964,0.0
Ebyte E32-433T20D UART,tx,512,10,0.3,,5,5,5,7673.099469097522,1390.2255680808673,53259.676350033864,78390.28311360373,43657.45,0.0
Ebyte E32-433T20D UART,tx,1024,10,0.3,,5,5,5,15357.868164678746,6448.033084808983,53300.17981501339,81700.74172617312,87314.89199999999,0.00206230735017846
Ebyte E32-433T20D UART,tx,8,10,4.8,,5,5,5,11.260765209616636,8.076051544210477,53339.68760387638,71324.54719020068,63.974000000000004,0.29473684210526313
Ebyte E32-433T20D UART,tx,32,10,4.8,,5,5,5,24.261211571217412,18.627295295643773,53392.90291059518,74781.50461247806,137.69400000000002,0.29473684210526313
Ebyte E32-433T20D UART,tx,58,10,4.8,,5,5,5,38.357424074973665,55.469987836130585,53424.50157589322,77187.02430474057,217.56800000000004,0.29473684210526313
Ebyte E32-433T20D UART,tx,128,10,4.8,,5,5,5,89.97896036120775,59.47888809691429,53315.61450730937,76736.30559101485,511.41400000000004,0.18860448529994453
Ebyte E32-433T20D UART,tx,512,10,4.8,,5,5,5,339.21943713712596,155.7082429640857,53331.37346198935,78991.96504042813,1927.4540000000002,0.07405083150298086
Ebyte E32-433T20D UART,tx,1024,10,4.8,,5,5,5,678.7447745412474,435.4336242075919,53356.02879636744,80948.11409371429,3854.864,0.03986824656713864
Ebyte E32-433T20D UART,tx,8,10,19.2,,5,5,5,4.22342894611686,5.770870208991462,53715.562620998164,73879.31436406271,23.826,0.29473684210526313
Ebyte E32-433T20D UART,tx,32,10,19.2,,5,5,5,9.430366654175616,14.420266081492658,53910.48104251969,75232.32837098945,53.008,0.29473684210526313
Ebyte E32-433T20D UART,tx,58,10,19.2,,5,5,5,15.182832766793686,20.748581215086404,53957.61931710787,75082.10047139038,85.268,0.29473684210526313
Ebyte E32-433T20D UART,tx,128,10,19.2,,5,5,5,35.354224197315816,32.728703594481686,53843.763177672765,78089.54719497719,198.972,0.29473684210526313
Ebyte E32-433T20D UART,tx,512,10,19.2,,5,5,5,134.19587221973572,73.63156713670315,53854.772897250325,81098.95475456305,755.0939999999999,0.0
Ebyte E32-433T20D UART,tx,1024,10,19.2,,5,5,5,268.26535704400106,104.50644751915146,53829.41223603184,82603.82485526662,1510.188,0.08938364573954326
