spreading_factor,bandwidth_khz,effective_payload_rate_kbps,tx_power_dbm,frames_transmitted,frames_received,frames_lost,frame_loss_percent,delivery_percent,requested_duration_s,frame_bytes,inter_frame_gap_ms,status,source_directory
7,125.0,3.643733333333333,-9.0,427,427,0,0.0,100.0,60.0,64,15,ok,20260719_181945_radio_ra01sh_sx1262_continuous_rx
9,125.0,1.1861333333333335,-9.0,139,139,0,0.0,100.0,60.0,64,15,ok,20260719_182531_radio_ra01sh_sx1262_continuous_rx
12,125.0,0.17066666666666666,-9.0,20,20,0,0.0,100.0,60.0,64,15,ok,20260719_183118_radio_ra01sh_sx1262_continuous_rx
7,125.0,3.643733333333333,10.0,427,427,0,0.0,100.0,60.0,64,15,ok,20260719_181945_radio_ra01sh_sx1262_continuous_rx
9,125.0,1.1861333333333335,10.0,139,139,0,0.0,100.0,60.0,64,15,ok,20260719_182531_radio_ra01sh_sx1262_continuous_rx
12,125.0,0.17066666666666666,10.0,20,20,0,0.0,100.0,60.0,64,15,ok,20260719_183118_radio_ra01sh_sx1262_continuous_rx
7,125.0,3.643733333333333,22.0,427,427,0,0.0,100.0,60.0,64,15,ok,20260719_181945_radio_ra01sh_sx1262_continuous_rx
9,125.0,1.1861333333333335,22.0,139,139,0,0.0,100.0,60.0,64,15,ok,20260719_182531_radio_ra01sh_sx1262_continuous_rx
12,125.0,0.17066666666666666,22.0,20,20,0,0.0,100.0,60.0,64,15,ok,20260719_183118_radio_ra01sh_sx1262_continuous_rx
