spreading_factor,bandwidth_khz,effective_payload_rate_kbps,tx_power_dbm,frames_transmitted,frames_received,frames_lost,frame_loss_percent,delivery_percent,requested_duration_s,frame_bytes,inter_frame_gap_ms,status,source_directory
5,812.5,22.408533333333335,-18.0,2626,2606,20,0.7616146230007617,99.23838537699923,60.0,64,15,ok,20260719_220702_radio_e28_sx1280_continuous_rx
8,812.5,9.361066666666668,-18.0,1097,1090,7,0.6381039197812215,99.36189608021878,60.0,64,15,ok,20260719_221250_radio_e28_sx1280_continuous_rx
12,812.5,1.0495999999999999,-18.0,123,100,23,18.69918699186992,81.30081300813008,60.0,64,15,ok,20260719_222357_radio_e28_sx1280_continuous_rx
5,812.5,22.408533333333335,0.0,2626,2605,21,0.7996953541507997,99.2003046458492,60.0,64,15,ok,20260719_220702_radio_e28_sx1280_continuous_rx
8,812.5,9.352533333333334,0.0,1096,1088,8,0.7299270072992701,99.27007299270073,60.0,64,15,ok,20260719_221250_radio_e28_sx1280_continuous_rx
12,812.5,1.0495999999999999,0.0,123,101,22,17.88617886178862,82.11382113821138,60.0,64,15,ok,20260719_222357_radio_e28_sx1280_continuous_rx
5,812.5,22.417066666666667,13.0,2627,2606,21,0.7993909402360106,99.20060905976399,60.0,64,15,ok,20260719_220702_radio_e28_sx1280_continuous_rx
8,812.5,9.352533333333334,13.0,1096,1087,9,0.8211678832116789,99.17883211678833,60.0,64,15,ok,20260719_221250_radio_e28_sx1280_continuous_rx
12,812.5,1.0495999999999999,13.0,123,101,22,17.88617886178862,82.11382113821138,60.0,64,15,ok,20260719_222357_radio_e28_sx1280_continuous_rx
