profile_id,module,measurement_direction,payload_bytes,tx_power_dbm,spreading_factor,bandwidth_khz,runs,events_detected,packets_attempted,packets_received,packets_lost,packet_loss_percent,event_duration_ms_mean,event_duration_ms_stdev,event_mean_uA_mean,event_peak_uA_mean,energy_total_uJ_mean,energy_total_uJ_stdev,energy_total_mJ_mean,energy_cv_percent,sample_loss_percent_mean,sample_loss_percent_max,source_directory
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),rx,8,20.0,7,125.0,5,5,5,5,0,0.0,43.26,0.0,12304.559587144797,14107.380684430924,1756.5743175416167,2.276883678616211,1.7565743175416166,0.12962068589291367,0.10514285714285714,0.5257142857142857,20260719_192052_radio_ra02_sx1278_rx
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),rx,32,20.0,7,125.0,5,5,5,5,0,0.0,79.10000000000001,0.0,12406.59170864359,14200.59465990068,3238.492633707236,3.456720980390643,3.238492633707236,0.10673857783130396,0.2617735989727871,0.3272169987159839,20260719_192114_radio_ra02_sx1278_rx
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),rx,128,20.0,7,125.0,5,5,5,5,0,0.0,222.45999999999998,0.0,12473.933449526337,14163.299610293168,9157.339076099375,13.06315693977433,9.157339076099376,0.14265232324823623,0.14599812599420367,0.14599812599420367,20260719_192136_radio_ra02_sx1278_rx
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),rx,8,20.0,9,125.0,5,5,5,5,0,0.0,152.57000000000002,0.0,12459.589385278403,14153.971221001262,6273.166523289355,8.417978577601922,6.273166523289355,0.1341902617497858,0.0,0.0,20260719_192200_radio_ra02_sx1278_rx
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),rx,32,20.0,9,125.0,5,5,5,5,0,0.0,275.45,0.0,12488.253138994132,14200.59465990068,11351.634779548582,20.735508905422677,11.351634779548581,0.18266539849203342,0.1212905312525269,0.12129053125252688,20260719_192223_radio_ra02_sx1278_rx
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),rx,128,20.0,9,125.0,5,5,5,5,0,0.0,705.53,0.0,12497.259377921535,14265.870764592768,29096.731649386435,28.19676692393727,29.096731649386435,0.09690699032353985,0.16560826003044643,0.20701032503805805,20260719_192247_radio_ra02_sx1278_rx
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),rx,8,20.0,12,125.0,5,5,5,5,0,0.0,1220.6,0.0,12464.44831120588,14228.565433007421,50206.54850857106,52.52626746622695,50.20654850857106,0.10462035138157301,0.10064803206610987,0.10064803206610987,20260719_192318_radio_ra02_sx1278_rx
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),rx,32,20.0,12,125.0,5,5,5,5,0,0.0,2039.8,0.0,12473.781337025048,14256.53620611416,83965.26326517019,75.79551233133682,83.96526326517018,0.09027008239343867,0.054104721111519795,0.06763090138939974,20260719_192355_radio_ra02_sx1278_rx
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),rx,128,20.0,12,125.0,5,5,5,5,0,0.0,5152.76,0.0,12492.512819251277,14321.834931157491,212424.03716993317,139.98066258738956,212.42403716993317,0.06589680925582307,0.01650441724223071,0.01650441724223071,20260719_192442_radio_ra02_sx1278_rx
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),tx,8,-4.0,7,125.0,5,5,5,5,0,0.0,43.692,0.017888543820001115,11431.987854621819,12917.792782283579,1648.3050002494115,3.258748326200132,1.6483050002494115,0.19770299342094078,0.3154285714285714,0.5257142857142857,20260719_190544_radio_ra02_sx1278
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),tx,32,-4.0,7,125.0,5,5,5,5,0,0.0,79.542,0.004472135954995512,11453.306275840963,13029.028110106863,3006.3623216905553,5.553232765712117,3.0063623216905553,0.18471601794787632,0.21028571428571427,0.5257142857142857,20260719_190605_radio_ra02_sx1278
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),tx,128,-4.0,7,125.0,5,5,5,5,0,0.0,222.916,0.030495901363962425,11464.045463294457,13066.113407366516,8433.213287371402,8.401814799272506,8.433213287371402,0.09962768061201636,0.04704111393357795,0.04704111393357795,20260719_190627_radio_ra02_sx1278
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),tx,8,-4.0,9,125.0,5,5,5,5,0,0.0,153.01000000000002,0.0,11467.130776979702,13038.292751136183,5790.132744612692,12.262296350241796,5.790132744612691,0.21177919213771038,0.08809873407674908,0.4404936703837454,20260719_190649_radio_ra02_sx1278
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),tx,32,-4.0,9,125.0,5,5,5,5,0,0.0,275.9,0.0,11462.577220509873,13242.614557904051,10436.332681957625,19.13951371212082,10.436332681957625,0.18339309693729186,0.028203848740589677,0.028203848740589677,20260719_190711_radio_ra02_sx1278
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),tx,128,-4.0,9,125.0,5,5,5,5,0,0.0,705.9780000000001,0.004472135954995512,11450.932749634598,13513.351712508267,26677.55177828974,53.60952939313539,26.67755177828974,0.20095370759157502,0.15374683021957178,0.15374683021957178,20260719_190734_radio_ra02_sx1278
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),tx,8,-4.0,12,125.0,5,5,5,5,0,0.0,1221.0639999999999,0.031304951684968586,11472.497367334014,13158.87291941591,46228.556365211945,43.8460825110424,46.228556365211944,0.0948463156942482,0.06096950614700021,0.06096950614700021,20260719_190803_radio_ra02_sx1278
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),tx,32,-4.0,12,125.0,5,5,5,5,0,0.0,2040.2580000000003,0.004472135954995512,11456.83062809653,13205.313339109842,77137.13815262118,24.449251359157774,77.13713815262118,0.031695823755845384,0.040560092501225886,0.040560092501225886,20260719_190839_radio_ra02_sx1278
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),tx,128,-4.0,12,125.0,5,5,5,5,0,0.0,5153.23,0.0,11457.63640758872,13242.435651489703,194844.65769343876,115.10667058880429,194.84465769343876,0.05907612348802953,0.004129902760773384,0.004129902760773384,20260719_190924_radio_ra02_sx1278
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),tx,8,10.0,7,125.0,5,5,5,5,0,0.0,43.7,0.0,27360.066673065758,29146.95352981172,3945.595214922812,2.6188568851383494,3.945595214922812,0.06637419052094988,0.21028571428571427,0.5257142857142857,20260719_191049_radio_ra02_sx1278
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),tx,32,10.0,7,125.0,5,5,5,5,0,0.0,79.542,0.004472135954995512,27449.012342069946,29206.73847934039,7205.0529465838235,3.7511479812950763,7.205052946583823,0.05206273998407786,0.10514285714285714,0.5257142857142857,20260719_191110_radio_ra02_sx1278
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),tx,128,10.0,7,125.0,5,5,5,5,0,0.0,222.904,0.005477225575062247,27500.32069028829,29196.758212653665,20228.773999462835,7.671279725964699,20.228773999462835,0.03792261323483275,0.04704111393357795,0.04704111393357795,20260719_191132_radio_ra02_sx1278
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),tx,8,10.0,9,125.0,5,5,5,4,1,20.0,153.014,0.005477225575031113,27505.652971823107,29276.479018808972,13888.874869085717,12.091386813702956,13.888874869085717,0.08705807293732867,0.17619746815349815,0.4404936703837454,20260719_191154_radio_ra02_sx1278
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),tx,32,10.0,9,125.0,5,5,5,5,0,0.0,275.88599999999997,0.026076809620814125,27528.65719505425,29186.798509922617,25062.74540310709,24.06558903359627,25.062745403107087,0.09602136017633887,0.028203848740589677,0.028203848740589677,20260719_191216_radio_ra02_sx1278
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),tx,128,10.0,9,125.0,5,5,5,5,0,0.0,705.976,0.00547722557504668,27537.637065996096,29256.551387764608,64155.00559459218,50.759455533068724,64.15500559459218,0.07912002354707516,0.12299746417565742,0.15374683021957178,20260719_191239_radio_ra02_sx1278
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),tx,8,10.0,12,125.0,5,5,5,5,0,0.0,1221.0539999999999,0.00547722557504668,27560.81698260053,29376.18297868896,111055.71110742938,34.18720348165203,111.05571110742937,0.03078383195311869,0.06096950614700021,0.06096950614700021,20260719_191308_radio_ra02_sx1278
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),tx,32,10.0,12,125.0,5,5,5,5,0,0.0,2040.2540000000001,0.00547722557504668,27572.813226500508,29346.25862979333,185643.29010090683,76.06824883540885,185.64329010090682,0.04097549057337962,0.040560092501225886,0.040560092501225886,20260719_191344_radio_ra02_sx1278
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),tx,128,10.0,12,125.0,5,5,5,5,0,0.0,5153.228,0.004472135954690458,27589.023143013183,29396.12089171116,469169.3376229494,125.79093647685437,469.1693376229494,0.02681141464064452,0.004129902760773384,0.004129902760773384,20260719_191430_radio_ra02_sx1278
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),tx,8,20.0,7,125.0,5,5,5,5,0,0.0,43.702000000000005,0.00447213595499869,63395.14548454492,68770.35776265981,9142.631731057443,33.07101302940591,9.142631731057444,0.3617231230813329,0.0,0.0,20260719_191555_radio_ra02_sx1278
RADIO_RA02_SX1278,Ai-Thinker RA-02 (SX1278),tx,32,20.0,7,125.0,5,5,5,5,0,0.0,79.554,0.031304951684994003,63483.88976782875,68920.5681547946,16666.29824523627,75.93172981402961,16.66629824523627,0.4556004500623477,0.0,0.0,20260719_191616_radio_ra02_sx1278
