bit_rate_kbps,tx_power_dbm,frames_transmitted,frames_received,frames_lost,frame_loss_percent,delivery_percent,requested_duration_s,frame_bytes,inter_frame_gap_ms,status,source_directory
50.0,-20.0,2288,2288,0,0.0,100.0,60.0,32,15,ok,C:\Users\Alexandru\Desktop\module radio\ESP32-C3_Radio\power_profiler\continuous_results\20260717_173300_radio_ebyte_e79_cc1352p_continuous_rx
50.0,0.0,2288,2288,0,0.0,100.0,60.0,32,15,ok,C:\Users\Alexandru\Desktop\module radio\ESP32-C3_Radio\power_profiler\continuous_results\20260717_173300_radio_ebyte_e79_cc1352p_continuous_rx
50.0,13.0,2285,2285,0,0.0,100.0,60.0,32,15,ok,C:\Users\Alexandru\Desktop\module radio\ESP32-C3_Radio\power_profiler\continuous_results\20260717_173300_radio_ebyte_e79_cc1352p_continuous_rx
