run_id,timestamp_utc,profile_id,module,firmware_selection,measurement_direction,measured_port,peer_port,transmitter_port,repetition,payload_bytes,frame_count,max_frame_payload_bytes,serial_content_bytes,parameters_json,ppk_mode,voltage_mv,estimated_airtime_ms,estimated_event_ms,captured_samples,sample_loss_percent,event_detected,baseline_median_uA,threshold_uA,event_start_ms,event_duration_ms,tx_mean_uA,tx_peak_uA,rx_mean_uA,rx_peak_uA,event_mean_uA,event_peak_uA,charge_total_uC,charge_excess_uC,energy_total_uJ,energy_excess_uJ,radio_response,transmitter_response,receiver_port,receiver_response,packet_received,packet_lost,status
run_00001,2026-07-20T06:54:37+00:00,RADIO_EBYTE_E280_SX1280,Ebyte E280-2G4T12S UART (SX1280),RADIO_EBYTE_E280_SX1280 + AT_COMMANDS,tx,COM45,COM46,COM45,1,32,1,32,30,"{""air_rate"": ""1K"", ""tx_power_dbm"": 4}",ampere,3300,362.0,362.0,103936,0.0,True,17896.703816438752,24638.405199624838,139.99,680.0500000000001,24142.7275223248,29376.16652752442,,,24142.7275223248,29376.16652752442,16418.26185155698,4247.721699853085,54180.264110138036,14017.48160951518,,,COM46,0123456789abcdefghijklmnopqrst,True,False,ok
run_00002,2026-07-20T06:54:41+00:00,RADIO_EBYTE_E280_SX1280,Ebyte E280-2G4T12S UART (SX1280),RADIO_EBYTE_E280_SX1280 + AT_COMMANDS,tx,COM45,COM46,COM45,2,32,1,32,30,"{""air_rate"": ""1K"", ""tx_power_dbm"": 4}",ampere,3300,362.0,362.0,103936,0.0,True,17896.703816438752,24638.405199624838,139.83,680.0699999999999,24105.514587515816,29326.316603979994,,,24105.514587515816,29326.316603979994,16393.43730553188,4222.616624246825,54098.3431082552,13934.634860014523,,,COM46,0123456789abcdefghijklmnopqrst,True,False,ok
run_00003,2026-07-20T06:54:45+00:00,RADIO_EBYTE_E280_SX1280,Ebyte E280-2G4T12S UART (SX1280),RADIO_EBYTE_E280_SX1280 + AT_COMMANDS,tx,COM45,COM46,COM45,3,32,1,32,30,"{""air_rate"": ""1K"", ""tx_power_dbm"": 4}",ampere,3300,362.0,362.0,103936,0.0,True,17896.703816438752,24638.405199624838,138.31,680.03,24155.905324147283,29176.828525213732,,,24155.905324147283,29176.828525213732,16426.740297579876,4256.537333348751,54208.24298201359,14046.57320005088,,,COM46,0123456789abcdefghijklmnopqrst,True,False,ok
run_00004,2026-07-20T06:54:49+00:00,RADIO_EBYTE_E280_SX1280,Ebyte E280-2G4T12S UART (SX1280),RADIO_EBYTE_E280_SX1280 + AT_COMMANDS,tx,COM45,COM46,COM45,4,32,1,32,30,"{""air_rate"": ""1K"", ""tx_power_dbm"": 4}",ampere,3300,362.0,362.0,103936,0.0,True,17849.280439663682,24589.518393057147,139.13,680.0500000000001,24096.35142753747,29525.77799002471,,,24096.35142753747,29525.77799002471,16386.72378829686,4248.457956739391,54076.18850137963,14019.91125723999,,,COM46,0123456789abcdefghijklmnopqrst,True,False,ok
run_00005,2026-07-20T06:54:53+00:00,RADIO_EBYTE_E280_SX1280,Ebyte E280-2G4T12S UART (SX1280),RADIO_EBYTE_E280_SX1280 + AT_COMMANDS,tx,COM45,COM46,COM45,5,32,1,32,30,"{""air_rate"": ""1K"", ""tx_power_dbm"": 4}",ampere,3300,362.0,362.0,103936,0.0,True,17896.703816438752,24638.405199624838,139.83,680.03,24092.43586295157,29326.316603979994,,,24092.43586295157,29326.316603979994,16383.579159882956,4213.388067433089,54065.811227613754,13904.180622529195,,,COM46,0123456789abcdefghijklmnopqrst,True,False,ok
