profile_id,measurement_direction,payload_bytes,frame_count,max_frame_payload_bytes,parameters_json,voltage_mv,ppk_mode,runs,events_detected,packets_attempted,packets_received,packets_lost,packet_loss_percent,baseline_median_uA_mean,baseline_median_uA_stdev,event_duration_ms_mean,event_duration_ms_stdev,tx_mean_uA_mean,tx_mean_uA_stdev,tx_peak_uA_mean,tx_peak_uA_stdev,rx_mean_uA_mean,rx_mean_uA_stdev,rx_peak_uA_mean,rx_peak_uA_stdev,event_mean_uA_mean,event_mean_uA_stdev,event_peak_uA_mean,event_peak_uA_stdev,charge_total_uC_mean,charge_total_uC_stdev,charge_excess_uC_mean,charge_excess_uC_stdev,energy_total_uJ_mean,energy_total_uJ_stdev,energy_excess_uJ_mean,energy_excess_uJ_stdev
RADIO_NRF24L01_PA,rx,32,1,32,"{""data_rate_kbps"": 250, ""tx_power_dbm"": -18}",3300,ampere,2,2,2,2,0,0.0,23418.972937739993,0.0,2.34,0.0,23450.58508319787,7.776806950357559,24076.1589286222,34.471280160928615,23450.58508319787,7.776806950357559,24076.1589286222,34.471280160928615,23450.58508319787,7.776806950357559,24076.1589286222,34.471280160928615,54.87436909468302,0.0181977282638344,0.28408173533874476,0.01168650033770625,181.08541801245394,0.06005250327066557,0.9374697266178577,0.03856545111443058
