spreading_factor,bandwidth_khz,effective_payload_rate_kbps,tx_power_dbm,frames_transmitted,frames_received,frames_lost,frame_loss_percent,delivery_percent,requested_duration_s,frame_bytes,inter_frame_gap_ms,status,source_directory
7,125.0,3.84,-4.0,450,343,107,23.77777777777778,76.22222222222223,60.0,64,15,ok,20260718_225849_radio_sx1278_adafruit_level_shifter_continuous_rx
9,125.0,1.2629333333333335,-4.0,148,96,52,35.13513513513514,64.86486486486487,60.0,64,15,ok,20260718_230437_radio_sx1278_adafruit_level_shifter_continuous_rx
12,125.0,0.1877333333333333,-4.0,22,17,5,22.727272727272727,77.27272727272728,60.0,64,15,ok,20260718_231023_radio_sx1278_adafruit_level_shifter_continuous_rx
7,125.0,3.84,10.0,450,350,100,22.22222222222222,77.77777777777777,60.0,64,15,ok,20260718_225849_radio_sx1278_adafruit_level_shifter_continuous_rx
9,125.0,1.2629333333333335,10.0,148,108,40,27.027027027027028,72.97297297297297,60.0,64,15,ok,20260718_230437_radio_sx1278_adafruit_level_shifter_continuous_rx
12,125.0,0.1877333333333333,10.0,22,16,6,27.272727272727273,72.72727272727272,60.0,64,15,ok,20260718_231023_radio_sx1278_adafruit_level_shifter_continuous_rx
7,125.0,3.84,20.0,450,347,103,22.88888888888889,77.11111111111111,60.0,64,15,ok,20260718_225849_radio_sx1278_adafruit_level_shifter_continuous_rx
9,125.0,1.2629333333333335,20.0,148,108,40,27.027027027027028,72.97297297297297,60.0,64,15,ok,20260718_230437_radio_sx1278_adafruit_level_shifter_continuous_rx
12,125.0,0.1877333333333333,20.0,22,17,5,22.727272727272727,77.27272727272728,60.0,64,15,ok,20260718_231023_radio_sx1278_adafruit_level_shifter_continuous_rx
