module,measurement_direction,payload_bytes,tx_power_dbm,bit_rate_kbps,rf_profile,runs,status_ok_runs,packets_received,energy_total_mJ_mean,energy_total_uJ_stdev,event_mean_uA_mean,event_peak_uA_mean,event_duration_ms_mean,sample_loss_percent_max
Ebyte E32-868T20D UART,tx,128,20,0.3,,5,5,5,3832.246986181351,5729.543897218399,99611.46257197003,146739.8391162334,11658.166000000001,0.0
Ebyte E32-868T20D UART,tx,512,20,0.3,,5,5,5,14415.90613029017,16195.141734392737,100060.74948786522,149931.7933544743,43658.042,0.0
Ebyte E32-868T20D UART,tx,1024,20,0.3,,5,5,5,28883.370094671518,18944.05707786268,100239.664773705,151909.248991786,87316.098,0.00206230735017846
Ebyte E32-868T20D UART,tx,8,20,4.8,,5,5,5,21.258830544639302,66.15125232821323,100613.39373936944,145980.03342342083,64.028,0.29473684210526313
Ebyte E32-868T20D UART,tx,32,20,4.8,,5,5,5,45.74064024949051,149.57304513702778,100609.71904920327,144155.23922324274,137.768,0.29473684210526313
Ebyte E32-868T20D UART,tx,58,20,4.8,,5,5,5,72.27786999760013,197.64345919174644,100638.61267810408,142484.17441551917,217.63399999999996,0.29473684210526313
Ebyte E32-868T20D UART,tx,128,20,4.8,,5,5,5,168.94366180967532,440.6213125791097,100068.11680489378,146434.883898716,511.60200000000003,0.18860448529994453
Ebyte E32-868T20D UART,tx,512,20,4.8,,5,5,5,633.6206142700584,453.5360754971199,99588.30156202549,146282.8352228321,1928.0,0.07405083150298086
Ebyte E32-868T20D UART,tx,1024,20,4.8,,5,5,5,1267.5569361380808,3057.895921190437,99613.78429735647,149323.8437554386,3855.9739999999997,0.03986824656713864
Ebyte E32-868T20D UART,tx,8,20,19.2,,5,5,5,7.910219589583605,15.784605449021234,100386.85931900996,144459.38909740336,23.877999999999997,0.29473684210526313
Ebyte E32-868T20D UART,tx,32,20,19.2,,5,5,5,17.65925105105156,68.00750896357576,100853.51177149356,143851.61457301045,53.06,0.29473684210526313
Ebyte E32-868T20D UART,tx,58,20,19.2,,5,5,5,28.35879736034982,106.7859655547095,100724.04350258844,145371.9612721352,85.318,0.29473684210526313
Ebyte E32-868T20D UART,tx,128,20,19.2,,5,5,5,66.04570732917647,171.06671551360623,100505.44517741534,145523.02953001956,199.132,0.29473684210526313
Ebyte E32-868T20D UART,tx,512,20,19.2,,5,5,5,248.88434797908775,602.4318464126056,99818.27982581758,146435.02395843022,755.568,0.0
Ebyte E32-868T20D UART,tx,1024,20,19.2,,5,5,5,498.0906361721742,436.4794191737635,99882.70934241437,149323.61615840302,1511.1380000000001,0.08938364573954326
