profile_id,module,measurement_direction,payload_bytes,frame_count,max_frame_payload_bytes,tx_power_dbm,bit_rate_kbps,runs,events_detected,packets_attempted,packets_received,packets_lost,packet_loss_percent,status_ok_runs,event_duration_ms_mean,event_duration_ms_stdev,tx_mean_uA_mean,tx_peak_uA_mean,rx_mean_uA_mean,rx_peak_uA_mean,event_mean_uA_mean,event_peak_uA_mean,energy_total_uJ_mean,energy_total_uJ_stdev,energy_total_mJ_mean,energy_excess_uJ_mean,energy_per_byte_uJ,energy_excess_per_byte_uJ,effective_payload_rate_kbps,energy_cv_percent,sample_loss_percent_mean,sample_loss_percent_max
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,128,3,58,21,0.3,5,5,5,5,0,0.0,5,11672.116,0.1969263821839602,259581.57417640803,290704.4808239456,0.0,0.0,259581.57417640803,290704.4808239456,9998558.664046511,5908.936498543593,9998.558664046512,9247615.480705282,78113.73956286337,72246.99594301001,0.08773045093109082,0.05909788297578674,0.0,0.0
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,512,9,58,21,0.3,5,5,5,5,0,0.0,5,43701.486,0.6848941524055839,259248.0919210716,290393.87069546664,0.0,0.0,259248.0919210716,290393.87069546664,37387438.434889354,44945.200155089464,37387.43843488935,34566185.14132428,73022.34069314327,67512.08035414899,0.09372678997689003,0.12021470856678784,0.0,0.0
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,1024,18,58,21,0.3,5,5,5,5,0,0.0,5,87401.912,1.1783335690692869,259360.42193588373,291480.9711302144,0.0,0.0,259360.42193588373,291480.9711302144,74806369.61653498,100395.04734475091,74806.36961653498,69161174.0957085,73053.09532864744,67540.20907784034,0.09372792668425835,0.13420654933448325,0.00041246147003569204,0.00206230735017846
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,128,3,58,21,4.8,5,5,5,5,0,0.0,5,524.948,0.08228000972294498,255954.05758229768,291325.7010809035,0.0,0.0,255954.05758229768,291325.7010809035,443396.51210973103,687.5244165218421,443.396512109731,408503.1118182023,3464.0352508572737,3191.4305610797055,1.9506693996357736,0.15505859828498034,0.18860448529994453,0.18860448529994453
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,512,9,58,21,4.8,5,5,5,5,0,0.0,5,1968.4360000000001,0.7122008143774442,256620.22503933747,291946.95635279,0.0,0.0,256620.22503933747,291946.95635279,1666963.48758586,599.9786021685311,1666.96348758586,1536116.3631043502,3255.788061691133,3000.227271688184,2.080839813943659,0.03599230616847138,0.05924066520238469,0.07405083150298086
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,1024,18,58,21,4.8,5,5,5,5,0,0.0,5,3936.528,1.0719934701292755,256627.99890152155,292412.8190231156,0.0,0.0,256627.99890152155,292412.8190231156,3333736.7818731787,721.4699647015917,3333.7367818731786,3071566.9409576394,3255.602326048026,2999.5770907789447,2.0810216515670663,0.021641479574047478,0.03189459725371091,0.03986824656713864
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,128,3,58,21,19.2,5,5,5,5,0,0.0,5,212.38400000000001,0.044497190922583967,249613.40054787142,292412.8190231156,0.0,0.0,249613.40054787142,292412.8190231156,174945.83088386778,245.75816212671654,174.94583088386779,159891.15909685672,1366.764303780217,1249.149680444193,4.821455476872081,0.14047671835624095,0.2357894736842105,0.29473684210526313
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,512,9,58,21,19.2,5,5,5,5,0,0.0,5,797.116,0.18160396471442244,251190.99657138958,293189.58944881294,0.0,0.0,251190.99657138958,293189.58944881294,660753.5577033313,658.9585277674231,660.7535577033314,604270.6449809393,1290.534292389319,1180.2161034783971,5.138524380391311,0.0997283359408389,0.0,0.0
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,1024,18,58,21,19.2,5,5,5,5,0,0.0,5,1591.826,0.47752486846236314,251420.4480803595,292723.4991814517,0.0,0.0,251420.4480803595,292723.4991814517,1320718.0014703292,374.4173931592135,1320.7180014703292,1207723.559970539,1289.7636733108684,1179.4175390337296,5.146291114732389,0.028349533567527813,0.0715069165916346,0.08938364573954326
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,128,3,58,27,0.3,5,5,5,5,0,0.0,5,11672.412,0.564331462883597,439283.7154955637,492818.04389087745,0.0,0.0,439283.7154955637,492818.04389087745,16920751.720024865,17192.101081939152,16920.751720024866,16159478.175442463,132193.37281269426,126245.92324564424,0.08772822617981613,0.10160364838633712,0.0,0.0
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,512,9,58,27,0.3,5,5,5,5,0,0.0,5,43701.762,0.9236990852018795,434579.0606020022,491699.81518464454,0.0,0.0,434579.0606020022,491699.81518464454,62673172.73225947,38324.39472883484,62673.17273225947,59816044.05293989,122408.54049269427,116828.21104089823,0.09372619804208351,0.06114960047189107,0.0,0.0
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,1024,18,58,27,0.3,5,5,5,5,0,0.0,5,87406.16799999999,0.6315615567779609,431971.81215202075,493137.8279306378,0.0,0.0,431971.81215202075,493137.8279306378,124598102.2060688,242404.94059935227,124598.1022060688,118889189.37845227,121677.83418561406,116102.7240023948,0.09372336286381987,0.1945494644841753,0.00041246147003569204,0.00206230735017846
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,128,3,58,27,4.8,5,5,5,5,0,0.0,5,525.182,0.17711578134091702,437819.1889291794,498092.7473079591,0.0,0.0,437819.1889291794,498092.7473079591,758784.5703860484,596.8333982789757,758.7845703860484,723643.8544738784,5928.004456141003,5653.467613077175,1.9498002597194877,0.07865650167020706,0.18860448529994453,0.18860448529994453
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,512,9,58,27,4.8,5,5,5,5,0,0.0,5,1969.11,0.48181946826578925,437889.61982154445,497453.336795617,0.0,0.0,437889.61982154445,497453.336795617,2845434.136128617,3498.335067291462,2845.434136128617,2713486.612505403,5557.488547126205,5299.778540049615,2.080127570323649,0.12294556471622133,0.07405083150298086,0.07405083150298086
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,1024,18,58,27,4.8,5,5,5,5,0,0.0,5,3938.094,0.7797627844415362,436216.53390212933,495215.1636516518,0.0,0.0,436216.53390212933,495215.1636516518,5668943.521242674,8722.460970609272,5668.943521242674,5404184.642482395,5536.077657463549,5277.524064924214,2.0801941243657462,0.1538639596235957,0.023920947940283183,0.03986824656713864
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,128,3,58,27,19.2,5,5,5,5,0,0.0,5,212.47199999999998,0.04868264577854747,426012.1341881252,499371.9359893932,0.0,0.0,426012.1341881252,499371.9359893932,298701.6389750779,311.63498249085757,298.7016389750779,283573.415863767,2333.606554492796,2215.4173114356795,4.819458563951956,0.10432985354889826,0.2357894736842105,0.29473684210526313
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,512,9,58,27,19.2,5,5,5,5,0,0.0,5,797.206,0.15208550226764186,428899.6805192969,498732.2628650869,0.0,0.0,428899.6805192969,498732.2628650869,1128340.5822017319,1480.6348250080287,1128.3405822017319,1071520.4551812203,2203.7901996127575,2092.813389025821,5.137944270364247,0.13122233201245537,0.0,0.0
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,1024,18,58,27,19.2,5,5,5,5,0,0.0,5,1592.766,0.4349482727865923,428398.0633043889,498572.3533377425,0.0,0.0,428398.0633043889,498572.3533377425,2251714.6035925606,1529.1263767538928,2251.7146035925607,2138092.9454943463,2198.94004257086,2087.9813920843226,5.143253936862037,0.06790942219383422,0.0715069165916346,0.08938364573954326
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,128,3,58,30,0.3,5,5,5,5,0,0.0,5,11672.592,0.5841831904459024,510503.9120647651,569430.6115691536,0.0,0.0,510503.9120647651,569430.6115691536,19664383.10749075,14074.68088228081,19664.383107490747,18898674.76888757,153627.99302727147,147645.89663193413,0.08772687334569733,0.07157448471861466,0.0,0.0
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,512,9,58,30,0.3,5,5,5,5,0,0.0,5,43703.176,0.3036115939836908,504940.25928305805,567977.7349859888,0.0,0.0,504940.25928305805,567977.7349859888,72822726.95629796,39206.3400885223,72822.72695629796,69946182.30632828,142231.88858651946,136613.63731704743,0.09372316556581609,0.05383805540823901,0.0,0.0
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,1024,18,58,30,0.3,5,5,5,5,0,0.0,5,87405.772,1.1681267054604891,500227.9560877906,568462.4531953412,0.0,0.0,500227.9560877906,568462.4531953412,144285274.2860331,439556.5554787696,144285.2742860331,138532218.17926186,140903.5881699542,135285.3693156854,0.09372378748625435,0.30464408627548967,0.0,0.0
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,128,3,58,30,4.8,5,5,5,5,0,0.0,5,525.0020000000001,0.13160547101092138,503778.8466703767,567009.2964927478,0.0,0.0,503778.8466703767,567009.2964927478,872800.055724628,814.247857976755,872.800055724628,837571.5801060136,6818.7504353486565,6543.527969578231,1.9504687601190087,0.0932914534819477,0.15088358823995562,0.18860448529994453
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,512,9,58,30,4.8,5,5,5,5,0,0.0,5,1969.014,0.48541734620839416,504047.97378670506,567816.3723391093,0.0,0.0,504047.97378670506,567816.3723391093,3275175.293211696,3789.3683762341548,3275.175293211696,3142671.703129058,6396.826744554094,6138.030670173941,2.0802289877065374,0.11569971183185836,0.07405083150298086,0.07405083150298086
RADIO_EBYTE_E32_868T30D,Ebyte E32-868T30D UART,tx,1024,18,58,30,4.8,5,5,5,5,0,0.0,5,3935.5520000000006,0.38258332425761277,502415.7196750593,566525.0859998596,0.0,0.0,502415.7196750593,566525.0859998596,6525033.8667818215,11316.07823779097,6525.033866781821,6259070.842920268,6372.1033855291225,6112.373870039324,2.0815377360024714,0.17342558627013097,0.03986824656713864,0.03986824656713864
