run_id,timestamp_utc,profile_id,module,measurement_direction,measured_port,peer_port,ppk_port,voltage_mv,tx_power_dbm,bit_rate_kbps,data_rate_kbps,spreading_factor,bandwidth_khz,air_rate,rf_profile,parameters_json,frame_bytes,content_bytes_per_frame,inter_frame_gap_ms,requested_duration_s,actual_tx_duration_ms,frames_transmitted,bytes_transmitted,frames_received,frame_loss_percent,captured_samples,active_samples,active_window_s,sample_loss_percent,baseline_mean_uA,baseline_median_uA,mean_current_uA,stdev_current_uA,peak_current_uA,mean_excess_current_uA,mean_power_mW,stdev_power_mW,peak_power_mW,mean_excess_power_mW,energy_60s_mJ,transmitter_response,status
continuous_001,2026-07-19T05:11:29+00:00,RADIO_SX1278_SHIELDED,SX1278-Shielded,tx,COM22,,COM11,3300,-4.0,,,9,125,,,"{""bandwidth_khz"": 125, ""spreading_factor"": 9, ""tx_power_dbm"": -4}",64,64,15,60.0,60000,148,9472,,,6094848,6000000,60.0,0.002493847415914684,1996.9616757701665,2005.58718904849,11608.993638357239,829.7377163212223,15960.776590486412,9612.031962587072,38.30967900657889,2.7381344638600336,52.67056274860516,31.71970547653734,2298.5807403947333,"TXCONT=60000,ELAPSED_MS=60000,FRAMES=148,BYTES=9472,FRAME=64,GAP_MS=15 | SERIAL_ERRORS=0",ok
continuous_002,2026-07-19T05:13:27+00:00,RADIO_SX1278_SHIELDED,SX1278-Shielded,tx,COM22,,COM11,3300,10.0,,,9,125,,,"{""bandwidth_khz"": 125, ""spreading_factor"": 9, ""tx_power_dbm"": 10}",64,64,15,60.0,60000,148,9472,,,6094848,6000000,60.0,0.002493847415914684,1994.1456229606033,2001.2017315539456,55437.339891811374,4581.272342469193,56746.13032231882,53443.19426885077,182.94322164297753,15.118198730148338,187.2622300636521,176.36254108720755,10976.593298578651,"TXCONT=60000,ELAPSED_MS=60000,FRAMES=148,BYTES=9472,FRAME=64,GAP_MS=15 | SERIAL_ERRORS=0",ok
