module,measurement_direction,payload_bytes,tx_power_dbm,bit_rate_kbps,rf_profile,runs,status_ok_runs,packets_received,energy_total_mJ_mean,energy_total_uJ_stdev,event_mean_uA_mean,event_peak_uA_mean,event_duration_ms_mean,sample_loss_percent_max
Ebyte E79-400DM2005S (CC1352P AT modem),tx,8,-20,2.5,SLR2K5,5,5,5,1.2141113523793747,3.276356517409187,5491.231806329149,13293.035730756985,67.0,0.29473684210526313
Ebyte E79-400DM2005S (CC1352P AT modem),tx,32,-20,2.5,SLR2K5,5,5,5,2.6561241300967495,4.352790165930115,5597.260779063407,13394.255553329614,143.8,0.29473684210526313
Ebyte E79-400DM2005S (CC1352P AT modem),tx,64,-20,2.5,SLR2K5,5,5,5,4.51849775820531,25.823787995570715,5561.501807110885,13264.53015247274,246.2,0.29473684210526313
Ebyte E79-400DM2005S (CC1352P AT modem),tx,128,-20,2.5,SLR2K5,5,5,5,9.18138284536242,14.93701216148553,5650.359922557676,13990.180097772807,492.4,0.10701878591303489
Ebyte E79-400DM2005S (CC1352P AT modem),tx,512,-20,2.5,SLR2K5,5,5,5,36.4216048556337,35.32606399295581,5603.599693467018,13847.922424098288,1969.6,0.0
Ebyte E79-400DM2005S (CC1352P AT modem),tx,1024,-20,2.5,SLR2K5,5,5,5,71.75284637448691,96.25426462556732,5519.721461247855,13842.973987955385,3939.2,0.006816725517730303
Ebyte E79-400DM2005S (CC1352P AT modem),tx,8,-20,4.8,GFSK4K8,5,5,5,0.7145845701884272,2.688679234928666,5960.384774152986,13083.303296119486,36.33,0.29473684210526313
Ebyte E79-400DM2005S (CC1352P AT modem),tx,32,-20,4.8,GFSK4K8,5,5,5,1.507105290917516,3.290966200887936,5983.212013694589,13176.100852603078,76.33,0.29473684210526313
Ebyte E79-400DM2005S (CC1352P AT modem),tx,64,-20,4.8,GFSK4K8,5,5,5,2.5637301370339456,5.833145132194537,5991.731608154534,13269.116113853877,129.66,0.29473684210526313
Ebyte E79-400DM2005S (CC1352P AT modem),tx,128,-20,4.8,GFSK4K8,5,5,5,5.061205344313063,14.064402494318488,5914.080859082161,13372.089867675584,259.33,0.29473684210526313
Ebyte E79-400DM2005S (CC1352P AT modem),tx,512,-20,4.8,GFSK4K8,5,5,5,20.046267522461342,28.905732083984063,5856.021248742428,13919.8866104747,1037.3300000000002,0.0
Ebyte E79-400DM2005S (CC1352P AT modem),tx,1024,-20,4.8,GFSK4K8,5,5,5,39.89908079018067,71.38402600290576,5827.764810850448,13957.123547483163,2074.6600000000003,0.06923719708726274
Ebyte E79-400DM2005S (CC1352P AT modem),tx,8,-20,4.8,OOK4K8,5,5,5,0.6530466488016411,2.7399410936386563,5447.093968601299,13188.13531694641,36.33,0.29473684210526313
Ebyte E79-400DM2005S (CC1352P AT modem),tx,32,-20,4.8,OOK4K8,5,5,5,1.389338073059719,7.1703973011963225,5515.675845549901,13191.49678433232,76.33,0.29473684210526313
Ebyte E79-400DM2005S (CC1352P AT modem),tx,64,-20,4.8,OOK4K8,5,5,5,2.3148383110033466,10.097323785164807,5410.042841658947,13312.630274630279,129.66,0.29473684210526313
Ebyte E79-400DM2005S (CC1352P AT modem),tx,128,-20,4.8,OOK4K8,5,5,5,4.658389031269454,11.625937119508093,5443.385029802268,13340.078569731302,259.33,0.29473684210526313
Ebyte E79-400DM2005S (CC1352P AT modem),tx,512,-20,4.8,OOK4K8,5,5,5,18.50435217743949,18.318921011649746,5405.588817164197,13774.110215059403,1037.3300000000002,0.0
Ebyte E79-400DM2005S (CC1352P AT modem),tx,1024,-20,4.8,OOK4K8,5,5,5,36.22878351179369,39.488626669918546,5291.671524971845,13837.161555575716,2074.6600000000003,0.06923719708726274
Ebyte E79-400DM2005S (CC1352P AT modem),tx,8,-20,5.0,SLR5,5,5,5,0.6368323892366807,2.8430367006153037,5513.700339711521,12979.556815990674,35.0,0.29473684210526313
Ebyte E79-400DM2005S (CC1352P AT modem),tx,32,-20,5.0,SLR5,5,5,5,1.3738126330668514,7.2228522098458265,5671.755565464668,13275.107006654074,73.4,0.29473684210526313
Ebyte E79-400DM2005S (CC1352P AT modem),tx,64,-20,5.0,SLR5,5,5,5,2.362189684358908,21.988965178900454,5744.90414017926,13334.597413587082,124.6,0.29473684210526313
Ebyte E79-400DM2005S (CC1352P AT modem),tx,128,-20,5.0,SLR5,5,5,5,4.634802976715133,14.058786590839238,5635.9781321016735,13472.686448340732,249.2,0.29473684210526313
Ebyte E79-400DM2005S (CC1352P AT modem),tx,512,-20,5.0,SLR5,5,5,5,18.27474827916291,28.615643603518077,5555.580366008473,13727.175110392764,996.8,0.0675219446320054
Ebyte E79-400DM2005S (CC1352P AT modem),tx,1024,-20,5.0,SLR5,5,5,5,35.91332476550697,47.38138987516215,5458.881263301197,13772.664952583287,1993.6,0.012340499049781573
Ebyte E79-400DM2005S (CC1352P AT modem),tx,8,-20,50.0,GFSK50,5,5,5,0.11101692993340342,1.319236253555331,5426.047406324702,12671.292123763564,6.2,0.29473684210526313
Ebyte E79-400DM2005S (CC1352P AT modem),tx,32,-20,50.0,GFSK50,5,5,5,0.1860032646842434,2.66160377982857,5614.006540029079,12826.06481851126,10.040000000000001,0.29473684210526313
Ebyte E79-400DM2005S (CC1352P AT modem),tx,64,-20,50.0,GFSK50,5,5,5,0.28191782898476125,1.640754964331319,5635.200867209587,12835.423457944307,15.16,0.29473684210526313
Ebyte E79-400DM2005S (CC1352P AT modem),tx,128,-20,50.0,GFSK50,5,5,5,0.5205383327783114,5.6573886786091885,5202.46994461413,12868.42061080314,30.32,0.29473684210526313
Ebyte E79-400DM2005S (CC1352P AT modem),tx,512,-20,50.0,GFSK50,5,5,5,2.0453299213016676,4.31514130974951,5110.462944005526,13109.382374666753,121.28,0.29473684210526313
Ebyte E79-400DM2005S (CC1352P AT modem),tx,1024,-20,50.0,GFSK50,5,5,5,4.070631231724941,8.367863369722976,5085.441192588327,13457.617357604275,242.56,0.29473684210526313
Ebyte E79-400DM2005S (CC1352P AT modem),tx,8,-20,50.0,IEEE154G50,5,5,5,0.11927127930335651,1.0472310300839285,5543.37605983252,12799.632036567882,6.519999999999999,0.29473684210526313
