slug,code,label,direction,payload_bytes,mode,rate_kbps,power_dbm,energy_mJ,energy_per_bit_uJ,duration_ms,runs,packets_received
nrf24l01,NRF,nRF24L01,rx,32,2000 kbps,2000.0,0.0,0.05673665871286919,0.22162757309714526,1.16,5,5
nrf24l01_pa,NRF-PA,nRF24L01+PA/LNA,tx,8,2000 kbps,2000.0,0.0,0.04959382791731818,0.7749035612080966,0.742,5,4
nrf24l01_pa,NRF-PA,nRF24L01+PA/LNA,rx,8,2000 kbps,2000.0,0.0,0.08637973618074163,1.349683377824088,1.07,5,3
nrf24l01_pa,NRF-PA,nRF24L01+PA/LNA,tx,16,2000 kbps,2000.0,0.0,0.06593048475914691,0.5150819121808352,0.766,5,4
nrf24l01_pa,NRF-PA,nRF24L01+PA/LNA,rx,16,2000 kbps,2000.0,0.0,0.08835530503574492,0.6902758205917572,1.1,5,3
nrf24l01_pa,NRF-PA,nRF24L01+PA/LNA,tx,32,2000 kbps,2000.0,0.0,0.09354417553078238,0.3654069356671187,0.906,5,3
nrf24l01_pa,NRF-PA,nRF24L01+PA/LNA,rx,32,2000 kbps,2000.0,0.0,0.09365855484924195,0.3658537298798514,1.16,5,3
ra01h_sx1276,RA-01H,Ai-Thinker RA-01H,tx,8,SF7,5.46875,20.0,16.572488908888282,258.9451392013794,43.588,5,5
ra01h_sx1276,RA-01H,Ai-Thinker RA-01H,rx,8,SF7,5.46875,20.0,1.5622583218270676,24.410286278547932,43.26,5,5
ra01h_sx1276,RA-01H,Ai-Thinker RA-01H,tx,32,SF7,5.46875,20.0,30.244521942532273,118.14266383801669,79.43,5,5
ra01h_sx1276,RA-01H,Ai-Thinker RA-01H,rx,32,SF7,5.46875,20.0,2.85959208470647,11.170281580884648,79.10000000000001,5,5
ra01h_sx1276,RA-01H,Ai-Thinker RA-01H,tx,128,SF7,5.46875,20.0,85.00360587148913,83.0113338588761,222.792,5,5
ra01h_sx1276,RA-01H,Ai-Thinker RA-01H,rx,128,SF7,5.46875,20.0,8.041754564836522,7.853275942223165,222.45999999999998,5,5
ra01sh_sx1262,RA-01SH,Ai-Thinker RA-01SH,tx,8,SF7,5.46875,22.0,9.89700879030155,154.64076234846172,44.052,5,5
ra01sh_sx1262,RA-01SH,Ai-Thinker RA-01SH,rx,8,SF7,5.46875,22.0,0.654248180226126,10.222627816033219,43.26,5,5
ra01sh_sx1262,RA-01SH,Ai-Thinker RA-01SH,tx,32,SF7,5.46875,22.0,18.032091821272235,70.43785867684467,79.974,5,5
ra01sh_sx1262,RA-01SH,Ai-Thinker RA-01SH,rx,32,SF7,5.46875,22.0,1.1850413256097174,4.629067678162959,79.10000000000001,5,5
ra01sh_sx1262,RA-01SH,Ai-Thinker RA-01SH,tx,128,SF7,5.46875,22.0,50.595046210068276,49.4092248145198,223.19,5,5
ra01sh_sx1262,RA-01SH,Ai-Thinker RA-01SH,rx,128,SF7,5.46875,22.0,3.3159399312377658,3.2382225890993808,222.45999999999998,5,5
ra02_sx1278,RA-02,Ai-Thinker RA-02,tx,8,SF7,5.46875,20.0,9.142631731057444,142.85362079777255,43.702000000000005,5,5
ra02_sx1278,RA-02,Ai-Thinker RA-02,rx,8,SF7,5.46875,20.0,1.7565743175416166,27.44647371158776,43.26,5,5
ra02_sx1278,RA-02,Ai-Thinker RA-02,tx,32,SF7,5.46875,20.0,16.66629824523627,65.10272752045418,79.554,5,5
ra02_sx1278,RA-02,Ai-Thinker RA-02,rx,32,SF7,5.46875,20.0,3.238492633707236,12.650361850418891,79.10000000000001,5,5
ra02_sx1278,RA-02,Ai-Thinker RA-02,tx,128,SF7,5.46875,20.0,46.66815952132294,45.57437453254194,222.906,5,5
ra02_sx1278,RA-02,Ai-Thinker RA-02,rx,128,SF7,5.46875,20.0,9.157339076099376,8.942713941503296,222.45999999999998,5,5
ra02_sx1278_2cap,RA-02-2C,Ai-Thinker RA-02 + 2 capacitors,tx,8,SF7,5.46875,20.0,8.844592168527193,138.1967526332374,43.786,5,5
ra02_sx1278_2cap,RA-02-2C,Ai-Thinker RA-02 + 2 capacitors,rx,8,SF7,5.46875,20.0,1.7612213093578015,27.51908295871565,43.26,5,5
ra02_sx1278_2cap,RA-02-2C,Ai-Thinker RA-02 + 2 capacitors,tx,32,SF7,5.46875,20.0,16.17101847719723,63.168040926551676,79.668,5,5
ra02_sx1278_2cap,RA-02-2C,Ai-Thinker RA-02 + 2 capacitors,rx,32,SF7,5.46875,20.0,3.2445047556230686,12.673846701652613,79.10000000000001,5,5
ra02_sx1278_2cap,RA-02-2C,Ai-Thinker RA-02 + 2 capacitors,tx,128,SF7,5.46875,20.0,45.404379601460924,44.340214454551685,223.01999999999998,5,5
ra02_sx1278_2cap,RA-02-2C,Ai-Thinker RA-02 + 2 capacitors,rx,128,SF7,5.46875,20.0,9.183376576429534,8.968141187919468,222.45999999999998,5,5
ra08_asr6601,RA-08,Ai-Thinker RA-08,tx,8,SF7,5.46875,22.0,16.514966129009878,258.04634576577934,36.426,5,5
ra08_asr6601,RA-08,Ai-Thinker RA-08,rx,8,SF7,5.46875,22.0,1.5539395769319888,24.280305889562324,36.089999999999996,5,5
ra08_asr6601,RA-08,Ai-Thinker RA-08,tx,32,SF7,5.46875,22.0,32.83589553414428,128.26521693025109,72.264,5,5
ra08_asr6601,RA-08,Ai-Thinker RA-08,rx,32,SF7,5.46875,22.0,3.086595017552088,12.057011787312845,71.92999999999999,5,5
ra08_asr6601,RA-08,Ai-Thinker RA-08,tx,128,SF7,5.46875,22.0,98.05042530390399,95.75236846084374,215.64000000000001,5,5
ra08_asr6601,RA-08,Ai-Thinker RA-08,rx,128,SF7,5.46875,22.0,9.219154552032228,9.003080617218972,215.29000000000002,5,5
sx1278_adafruit_level_shifter,S1278-LS,SX1278 + level shifter,tx,8,SF7,5.46875,20.0,12.083345219718655,188.802269058104,46.898,5,5
sx1278_adafruit_level_shifter,S1278-LS,SX1278 + level shifter,rx,8,SF7,5.46875,20.0,1.4537808536556862,22.7153258383701,36.089999999999996,5,5
sx1278_adafruit_level_shifter,S1278-LS,SX1278 + level shifter,tx,32,SF7,5.46875,20.0,23.265037913131945,90.87905434817166,89.9,5,5
sx1278_adafruit_level_shifter,S1278-LS,SX1278 + level shifter,rx,32,SF7,5.46875,20.0,2.917057706035975,11.394756664203026,71.92999999999999,5,5
sx1278_adafruit_level_shifter,S1278-LS,SX1278 + level shifter,tx,128,SF7,5.46875,20.0,68.08516296769527,66.48941696063991,261.892,5,5
sx1278_adafruit_level_shifter,S1278-LS,SX1278 + level shifter,rx,128,SF7,5.46875,20.0,8.777035300209215,8.571323535360563,215.29000000000002,5,5
sx1278_naked,S1278-N,SX1278 naked board,tx,8,SF7,5.46875,20.0,10.61342352410724,165.83474256417563,43.739999999999995,5,5
sx1278_naked,S1278-N,SX1278 naked board,rx,8,SF7,5.46875,20.0,1.3660233714762293,21.344115179316084,36.089999999999996,5,5
sx1278_naked,S1278-N,SX1278 naked board,tx,32,SF7,5.46875,20.0,19.363122648953816,75.63719784747585,79.60000000000001,5,5
sx1278_naked,S1278-N,SX1278 naked board,rx,32,SF7,5.46875,20.0,2.7293740613911446,10.661617427309158,71.92999999999999,5,5
sx1278_naked,S1278-N,SX1278 naked board,tx,128,SF7,5.46875,20.0,54.396128956272165,53.121219683859536,222.956,5,5
sx1278_naked,S1278-N,SX1278 naked board,rx,128,SF7,5.46875,20.0,8.16917971448012,7.977714564921992,215.29000000000002,5,5
sx1278_pcb_2cap,S1278-2C,SX1278 PCB + 2 capacitors,tx,8,SF7,5.46875,20.0,10.514977847942541,164.2965288741022,43.75,5,5
sx1278_pcb_2cap,S1278-2C,SX1278 PCB + 2 capacitors,rx,8,SF7,5.46875,20.0,1.3976485589103271,21.838258732973863,36.089999999999996,5,5
sx1278_pcb_2cap,S1278-2C,SX1278 PCB + 2 capacitors,tx,32,SF7,5.46875,20.0,19.197208350632682,74.98909511965891,79.58800000000001,5,5
sx1278_pcb_2cap,S1278-2C,SX1278 PCB + 2 capacitors,rx,32,SF7,5.46875,20.0,2.7897621387251013,10.897508354394926,71.92999999999999,5,5
sx1278_pcb_2cap,S1278-2C,SX1278 PCB + 2 capacitors,tx,128,SF7,5.46875,20.0,54.058020848169946,52.79103598454096,222.952,5,5
sx1278_pcb_2cap,S1278-2C,SX1278 PCB + 2 capacitors,rx,128,SF7,5.46875,20.0,8.353508968889685,8.157723602431332,215.29000000000002,5,5
sx1278_shielded,S1278-S,SX1278 shielded board,tx,8,SF7,5.46875,20.0,11.57063668041349,180.79119813146076,46.774,5,5
sx1278_shielded,S1278-S,SX1278 shielded board,rx,8,SF7,5.46875,20.0,1.4780491044332569,23.094517256769638,36.089999999999996,5,5
sx1278_shielded,S1278-S,SX1278 shielded board,tx,32,SF7,5.46875,20.0,22.318597400407935,87.1820210953435,89.78,5,5
sx1278_shielded,S1278-S,SX1278 shielded board,rx,32,SF7,5.46875,20.0,2.9716001313860483,11.607813013226751,71.92999999999999,5,5
sx1278_shielded,S1278-S,SX1278 shielded board,tx,128,SF7,5.46875,20.0,65.10890502033887,63.58291505892468,261.81399999999996,5,5
sx1278_shielded,S1278-S,SX1278 shielded board,rx,128,SF7,5.46875,20.0,8.935832306155246,8.726398736479734,215.29000000000002,5,5
xl1276_d01_sx1276,XL1276,XL1276-D01,tx,8,SF7,5.46875,20.0,10.712987427362412,167.39042855253768,36.598,5,5
xl1276_d01_sx1276,XL1276,XL1276-D01,rx,8,SF7,5.46875,20.0,1.4586692483133752,22.791707004896487,36.089999999999996,5,5
xl1276_d01_sx1276,XL1276,XL1276-D01,tx,32,SF7,5.46875,20.0,21.352287619970628,83.40737351551027,72.436,5,5
xl1276_d01_sx1276,XL1276,XL1276-D01,rx,32,SF7,5.46875,20.0,2.934257728887845,11.461944253468143,71.92999999999999,5,5
xl1276_d01_sx1276,XL1276,XL1276-D01,tx,128,SF7,5.46875,20.0,63.60527442599433,62.114525806635086,215.77200000000002,5,5
xl1276_d01_sx1276,XL1276,XL1276-D01,rx,128,SF7,5.46875,20.0,8.825950695626702,8.61909247619795,215.29000000000002,5,5
