profile_id,measurement_direction,payload_bytes,frame_count,max_frame_payload_bytes,parameters_json,voltage_mv,ppk_mode,runs,events_detected,packets_attempted,packets_received,packets_lost,packet_loss_percent,baseline_median_uA_mean,baseline_median_uA_stdev,event_duration_ms_mean,event_duration_ms_stdev,tx_mean_uA_mean,tx_mean_uA_stdev,tx_peak_uA_mean,tx_peak_uA_stdev,rx_mean_uA_mean,rx_mean_uA_stdev,rx_peak_uA_mean,rx_peak_uA_stdev,event_mean_uA_mean,event_mean_uA_stdev,event_peak_uA_mean,event_peak_uA_stdev,charge_total_uC_mean,charge_total_uC_stdev,charge_excess_uC_mean,charge_excess_uC_stdev,energy_total_uJ_mean,energy_total_uJ_stdev,energy_excess_uJ_mean,energy_excess_uJ_stdev
RADIO_EBYTE_E280_SX1280,tx,64,1,64,"{""air_rate"": ""2M"", ""tx_power_dbm"": 4}",3300,ampere,2,2,2,2,0,0.0,17636.003768898798,33.4970390231576,0.49,0.028284271247461926,21900.66906198886,543.0942295605404,28060.017211091523,1156.9861748722853,,,,,21900.66906198886,543.0942295605404,28060.017211091523,1156.9861748722853,10.723647328123631,0.3533282917655245,2.40643634566631,0.045360336386214326,35.38803618280798,1.165983362826231,7.941239940698822,0.14968911007450741
