bit_rate_kbps,rf_profile,tx_power_dbm,frames_transmitted,frames_received,frames_lost,frame_loss_percent,delivery_percent,requested_duration_s,frame_bytes,inter_frame_gap_ms,status,source_directory
250.0,,-18.0,3367,3366,1,0.0297000297000297,99.97029997029998,60.0,32,15,ok,20260720_052219_radio_nrf24l01_continuous_rx
1000.0,,-18.0,3566,3566,0,0.0,100.0,60.0,32,15,ok,20260720_052811_radio_nrf24l01_continuous_rx
2000.0,,-18.0,3603,3603,0,0.0,100.0,60.0,32,15,ok,20260720_053406_radio_nrf24l01_continuous_rx
250.0,,-6.0,3364,1999,1365,40.576694411414984,59.423305588585016,60.0,32,15,ok,20260720_052219_radio_nrf24l01_continuous_rx
1000.0,,-6.0,3566,2802,764,21.42456533931576,78.57543466068424,60.0,32,15,ok,20260720_052811_radio_nrf24l01_continuous_rx
2000.0,,-6.0,3603,3603,0,0.0,100.0,60.0,32,15,ok,20260720_053406_radio_nrf24l01_continuous_rx
250.0,,0.0,3364,2194,1170,34.78002378121284,65.21997621878717,60.0,32,15,ok,20260720_052219_radio_nrf24l01_continuous_rx
1000.0,,0.0,3565,2594,971,27.23702664796634,72.76297335203367,60.0,32,15,ok,20260720_052811_radio_nrf24l01_continuous_rx
2000.0,,0.0,3602,3602,0,0.0,100.0,60.0,32,15,ok,20260720_053406_radio_nrf24l01_continuous_rx
