spreading_factor,bandwidth_khz,effective_payload_rate_kbps,tx_power_dbm,frames_transmitted,frames_received,frames_lost,frame_loss_percent,delivery_percent,requested_duration_s,frame_bytes,inter_frame_gap_ms,status,source_directory
7,125.0,3.643733333333333,2.0,427,419,8,1.873536299765808,98.1264637002342,60.0,64,15,ok,continuous_rx_sf7
9,125.0,1.1861333333333335,2.0,139,139,0,0.0,100.0,60.0,64,15,ok,continuous_rx_sf9
12,125.0,0.17066666666666666,2.0,20,20,0,0.0,100.0,60.0,64,15,ok,continuous_rx_sf12
7,125.0,3.643733333333333,10.0,427,427,0,0.0,100.0,60.0,64,15,ok,continuous_rx_sf7
9,125.0,1.1861333333333335,10.0,139,136,3,2.158273381294964,97.84172661870504,60.0,64,15,ok,continuous_rx_sf9
12,125.0,0.17066666666666666,10.0,20,20,0,0.0,100.0,60.0,64,15,ok,continuous_rx_sf12
7,125.0,3.643733333333333,20.0,427,425,2,0.468384074941452,99.53161592505855,60.0,64,15,ok,continuous_rx_sf7
9,125.0,1.1861333333333335,20.0,139,139,0,0.0,100.0,60.0,64,15,ok,continuous_rx_sf9
12,125.0,0.17066666666666666,20.0,20,20,0,0.0,100.0,60.0,64,15,ok,continuous_rx_sf12
