profile_id,measurement_direction,payload_bytes,frame_count,max_frame_payload_bytes,parameters_json,voltage_mv,ppk_mode,runs,events_detected,packets_attempted,packets_received,packets_lost,packet_loss_percent,baseline_median_uA_mean,baseline_median_uA_stdev,event_duration_ms_mean,event_duration_ms_stdev,tx_mean_uA_mean,tx_mean_uA_stdev,tx_peak_uA_mean,tx_peak_uA_stdev,rx_mean_uA_mean,rx_mean_uA_stdev,rx_peak_uA_mean,rx_peak_uA_stdev,event_mean_uA_mean,event_mean_uA_stdev,event_peak_uA_mean,event_peak_uA_stdev,charge_total_uC_mean,charge_total_uC_stdev,charge_excess_uC_mean,charge_excess_uC_stdev,energy_total_uJ_mean,energy_total_uJ_stdev,energy_excess_uJ_mean,energy_excess_uJ_stdev
RADIO_RA01SH_SX1262,tx,32,1,32,"{""bandwidth_khz"": 125, ""spreading_factor"": 12, ""tx_power_dbm"": -9}",3300,ampere,10,10,10,10,0,0.0,439.56686674332406,1.0707839928800709,1876.748,0.09259229629582914,16226.079491997176,6.111165472839143,18561.734347511625,107.56588769274838,,,,,16226.079491997176,6.111165472839143,18561.734347511625,107.56588769274838,30452.26196755555,10.758459687111241,29627.326281161608,11.913592130870565,100492.46449293332,35.50291696746866,97770.17672783331,39.31485403187298
