run_id,timestamp_utc,profile_id,module,firmware_selection,measurement_direction,measured_port,peer_port,transmitter_port,repetition,payload_bytes,frame_count,max_frame_payload_bytes,serial_content_bytes,parameters_json,ppk_mode,voltage_mv,estimated_airtime_ms,estimated_event_ms,captured_samples,sample_loss_percent,event_detected,baseline_median_uA,threshold_uA,event_start_ms,event_duration_ms,tx_mean_uA,tx_peak_uA,rx_mean_uA,rx_peak_uA,event_mean_uA,event_peak_uA,charge_total_uC,charge_excess_uC,energy_total_uJ,energy_excess_uJ,radio_response,transmitter_response,receiver_port,receiver_response,packet_received,packet_lost,status
run_00001,2026-07-19T14:43:49+00:00,RADIO_RA01SH_SX1262,Ai-Thinker RA-01SH (SX1262),RADIO_RA01SH_SX1262 + AT_COMMANDS,tx,COM31,COM32,COM31,1,32,1,32,32,"{""bandwidth_khz"": 125, ""spreading_factor"": 12, ""tx_power_dbm"": -9}",ampere,3300,2039.8079999999998,2039.8079999999998,330240,0.040560092501225886,True,440.9971353214156,2103.6295305260664,10.29,1876.69,16229.788237745901,18609.28830540522,,,16229.788237745901,18609.28830540522,30458.281287895355,29630.678482613126,100512.32825005466,97781.23899262332,,,COM32,0123456789abcdefghijklmnopqrstuv,True,False,ok
run_00002,2026-07-19T14:43:56+00:00,RADIO_RA01SH_SX1262,Ai-Thinker RA-01SH (SX1262),RADIO_RA01SH_SX1262 + AT_COMMANDS,tx,COM31,COM32,COM31,2,32,1,32,32,"{""bandwidth_khz"": 125, ""spreading_factor"": 12, ""tx_power_dbm"": -9}",ampere,3300,2039.8079999999998,2039.8079999999998,330240,0.040560092501225886,True,439.61155031772915,2128.332871250172,8.94,1876.69,16226.685909078602,18514.143374497817,,,16226.685909078602,18514.143374497817,30452.45917870872,29627.451439483648,100493.11528973877,97770.58975029603,,,COM32,0123456789abcdefghijklmnopqrstuv,True,False,ok
run_00003,2026-07-19T14:44:03+00:00,RADIO_RA01SH_SX1262,Ai-Thinker RA-01SH (SX1262),RADIO_RA01SH_SX1262 + AT_COMMANDS,tx,COM31,COM32,COM31,3,32,1,32,32,"{""bandwidth_khz"": 125, ""spreading_factor"": 12, ""tx_power_dbm"": -9}",ampere,3300,2039.8079999999998,2039.8079999999998,330240,0.040560092501225886,True,439.14977698793626,2031.992491247186,9.36,1876.69,16227.042174417656,18514.143374497817,,,16227.042174417656,18514.143374497817,30453.127778307873,29628.997957577314,100495.32166841597,97775.69326000514,,,COM32,0123456789abcdefghijklmnopqrstuv,True,False,ok
run_00004,2026-07-19T14:44:10+00:00,RADIO_RA01SH_SX1262,Ai-Thinker RA-01SH (SX1262),RADIO_RA01SH_SX1262 + AT_COMMANDS,tx,COM31,COM32,COM31,4,32,1,32,32,"{""bandwidth_khz"": 125, ""spreading_factor"": 12, ""tx_power_dbm"": -9}",ampere,3300,2039.8079999999998,2039.8079999999998,330240,0.040560092501225886,True,441.92107950246333,2088.6257421708724,8.58,1876.93,16214.252031413884,18799.701550954054,,,16214.252031413884,18799.701550954054,30433.01606532166,29603.57401544592,100428.95301556146,97691.79425097154,,,COM32,0123456789abcdefghijklmnopqrstuv,True,False,ok
run_00005,2026-07-19T14:44:17+00:00,RADIO_RA01SH_SX1262,Ai-Thinker RA-01SH (SX1262),RADIO_RA01SH_SX1262 + AT_COMMANDS,tx,COM31,COM32,COM31,5,32,1,32,32,"{""bandwidth_khz"": 125, ""spreading_factor"": 12, ""tx_power_dbm"": -9}",ampere,3300,2039.8079999999998,2039.8079999999998,330240,0.040560092501225886,True,439.14977698793626,2031.3465715463833,9.95,1876.78,16219.959726092888,18514.143374497817,,,16219.959726092888,18514.143374497817,30441.29601473661,29617.13447561302,100456.2768486308,97736.54376952296,,,COM32,0123456789abcdefghijklmnopqrstuv,True,False,ok
run_00006,2026-07-19T14:44:24+00:00,RADIO_RA01SH_SX1262,Ai-Thinker RA-01SH (SX1262),RADIO_RA01SH_SX1262 + AT_COMMANDS,tx,COM31,COM32,COM31,6,32,1,32,32,"{""bandwidth_khz"": 125, ""spreading_factor"": 12, ""tx_power_dbm"": -9}",ampere,3300,2039.8079999999998,2039.8079999999998,330240,0.040560092501225886,True,438.45720533134954,2028.4073982321434,9.84,1876.69,16233.473062337918,18561.7106989626,,,16233.473062337918,18561.7106989626,30465.19656135895,29642.36826532221,100535.14865248452,97819.81527556329,,,COM32,0123456789abcdefghijklmnopqrstuv,True,False,ok
run_00007,2026-07-19T14:44:30+00:00,RADIO_RA01SH_SX1262,Ai-Thinker RA-01SH (SX1262),RADIO_RA01SH_SX1262 + AT_COMMANDS,tx,COM31,COM32,COM31,7,32,1,32,32,"{""bandwidth_khz"": 125, ""spreading_factor"": 12, ""tx_power_dbm"": -9}",ampere,3300,2039.8079999999998,2039.8079999999998,330240,0.040560092501225886,True,439.3945411813435,2061.744778512858,10.61,1876.72,16231.054415751743,18371.50309297049,,,16231.054415751743,18371.50309297049,30461.14444312961,29636.56557862812,100521.77666232771,97800.66640947279,,,COM32,0123456789abcdefghijklmnopqrstuv,True,False,ok
run_00008,2026-07-19T14:44:37+00:00,RADIO_RA01SH_SX1262,Ai-Thinker RA-01SH (SX1262),RADIO_RA01SH_SX1262 + AT_COMMANDS,tx,COM31,COM32,COM31,8,32,1,32,32,"{""bandwidth_khz"": 125, ""spreading_factor"": 12, ""tx_power_dbm"": -9}",ampere,3300,2039.8079999999998,2039.8079999999998,330240,0.040560092501225886,True,438.6880478271946,2068.6150765766733,8.12,1876.69,16229.788157343459,18561.7106989626,,,16229.788157343459,18561.7106989626,30458.281137004895,29635.03789106128,100512.32775211615,97795.62504050223,,,COM32,0123456789abcdefghijklmnopqrstuv,True,False,ok
run_00009,2026-07-19T14:44:44+00:00,RADIO_RA01SH_SX1262,Ai-Thinker RA-01SH (SX1262),RADIO_RA01SH_SX1262 + AT_COMMANDS,tx,COM31,COM32,COM31,9,32,1,32,32,"{""bandwidth_khz"": 125, ""spreading_factor"": 12, ""tx_power_dbm"": -9}",ampere,3300,2039.8079999999998,2039.8079999999998,330240,0.040560092501225886,True,439.14977698793626,2058.5969151742856,8.85,1876.9,16229.105931354023,18561.7106989626,,,16229.105931354023,18561.7106989626,30460.408922558367,29636.19407815452,100519.3494444426,97799.4404579099,,,COM32,0123456789abcdefghijklmnopqrstuv,True,False,ok
run_00010,2026-07-19T14:44:51+00:00,RADIO_RA01SH_SX1262,Ai-Thinker RA-01SH (SX1262),RADIO_RA01SH_SX1262 + AT_COMMANDS,tx,COM31,COM32,COM31,10,32,1,32,32,"{""bandwidth_khz"": 125, ""spreading_factor"": 12, ""tx_power_dbm"": -9}",ampere,3300,2039.8079999999998,2039.8079999999998,330240,0.040560092501225886,True,439.14977698793626,2055.936996661859,8.67,1876.7,16219.645274435694,18609.28830540522,,,16219.645274435694,18609.28830540522,30439.408286533464,29615.26062771693,100450.04734556042,97730.36007146585,,,COM32,0123456789abcdefghijklmnopqrstuv,True,False,ok
