profile_id,module,measurement_direction,payload_bytes,tx_power_dbm,spreading_factor,bandwidth_khz,runs,events_detected,packets_attempted,packets_received,packets_lost,packet_loss_percent,event_duration_ms_mean,event_duration_ms_stdev,event_mean_uA_mean,event_peak_uA_mean,energy_total_uJ_mean,energy_total_uJ_stdev,energy_total_mJ_mean,energy_cv_percent,sample_loss_percent_mean,sample_loss_percent_max,source_directory
RADIO_SX1278_PCB_2CAP,SX1278-PCB-2Cap,tx,8,-4.0,7,125.0,5,5,5,0,5,100.0,43.718,0.08408329203831434,11895.493358320184,13725.599446791177,1716.153186799993,3.473128636856101,1.7161531867999928,0.20237870742367903,0.21028571428571427,0.5257142857142857,20260719_120937_radio_sx1278_pcb_2cap
RADIO_SX1278_PCB_2CAP,SX1278-PCB-2Cap,tx,32,-4.0,7,125.0,5,5,5,0,5,100.0,79.65,0.0070710678118640685,11911.377239726022,13706.98790890985,3130.846229931809,9.119483843923296,3.1308462299318087,0.2912785609442698,0.3154285714285714,0.5257142857142857,20260719_120958_radio_sx1278_pcb_2cap
RADIO_SX1278_PCB_2CAP,SX1278-PCB-2Cap,tx,128,-4.0,7,125.0,5,5,5,0,5,100.0,222.914,0.08324662155307519,11945.601666426239,13865.321762560206,8787.375471299321,9.77237642712589,8.787375471299322,0.11120927356573877,0.11419870574800153,0.11419870574800152,20260719_121019_radio_sx1278_pcb_2cap
RADIO_SX1278_PCB_2CAP,SX1278-PCB-2Cap,tx,8,-4.0,9,125.0,5,5,5,2,3,60.0,153.06,0.08215838362577803,11933.359060160858,13747.222754304054,6027.5169063748435,15.601161362429087,6.027516906374844,0.25883231195799605,0.06552623140518912,0.06552623140518912,20260719_121041_radio_sx1278_pcb_2cap
RADIO_SX1278_PCB_2CAP,SX1278-PCB-2Cap,tx,32,-4.0,9,125.0,5,5,5,2,3,60.0,275.93999999999994,0.08689073598492802,11948.379650622113,13781.427891248464,10880.21578654867,16.445690395152642,10.88021578654867,0.15115224475129097,0.2842099303629055,0.2842099303629055,20260719_121101_radio_sx1278_pcb_2cap
RADIO_SX1278_PCB_2CAP,SX1278-PCB-2Cap,tx,128,-4.0,9,125.0,5,5,5,0,5,100.0,705.992,0.08955445270899541,11930.872745502023,13837.266617683586,27796.23076577241,44.96254165775323,27.79623076577241,0.16175769310822888,0.062305295950155756,0.3115264797507788,20260719_121124_radio_sx1278_pcb_2cap
RADIO_SX1278_PCB_2CAP,SX1278-PCB-2Cap,tx,8,-4.0,12,125.0,5,5,5,5,0,0.0,1221.134,0.07503332592924955,11943.29445923628,13926.204273519868,48128.39724903103,41.62493220084362,48.12839724903103,0.08648726028723437,0.042369290738073044,0.21184645369036523,20260719_121151_radio_sx1278_pcb_2cap
RADIO_SX1278_PCB_2CAP,SX1278-PCB-2Cap,tx,32,-4.0,12,125.0,5,5,5,5,0,0.0,2040.2959999999998,0.09235799911214532,11941.819594796918,13883.805744364745,80403.99422283877,34.35244197353116,80.40399422283876,0.04272479533581846,0.0,0.0,20260719_121223_radio_sx1278_pcb_2cap
RADIO_SX1278_PCB_2CAP,SX1278-PCB-2Cap,tx,128,-4.0,12,125.0,5,5,5,5,0,0.0,5153.274,0.081424811943391,11947.734051304124,13971.958639261205,203180.82477213204,117.72439533350116,203.18082477213204,0.05794070157237006,0.03301572832613314,0.04126966040766643,20260719_121305_radio_sx1278_pcb_2cap
RADIO_SX1278_PCB_2CAP,SX1278-PCB-2Cap,tx,8,10.0,7,125.0,5,5,5,5,0,0.0,43.78,0.07280109889280656,42758.15563983352,45070.81122803227,6177.431410486281,4.52141343082751,6.177431410486281,0.07319245055723879,0.42057142857142854,0.5257142857142857,20260719_121424_radio_sx1278_pcb_2cap
