spreading_factor,bandwidth_khz,effective_payload_rate_kbps,tx_power_dbm,frames_transmitted,frames_received,frames_lost,frame_loss_percent,delivery_percent,requested_duration_s,frame_bytes,inter_frame_gap_ms,status,source_directory
7,125.0,3.84,-4.0,450,446,4,0.8888888888888888,99.11111111111111,60.0,64,15,ok,20260719_142135_radio_xl1276_d01_sx1276_continuous_rx
9,125.0,1.2629333333333335,-4.0,148,147,1,0.6756756756756757,99.32432432432432,60.0,64,15,ok,20260719_142739_radio_xl1276_d01_sx1276_continuous_rx
12,125.0,0.1877333333333333,-4.0,22,21,1,4.545454545454546,95.45454545454545,60.0,64,15,ok,20260719_143343_radio_xl1276_d01_sx1276_continuous_rx
7,125.0,3.84,10.0,450,446,4,0.8888888888888888,99.11111111111111,60.0,64,15,ok,20260719_142135_radio_xl1276_d01_sx1276_continuous_rx
9,125.0,1.2629333333333335,10.0,148,146,2,1.3513513513513513,98.64864864864865,60.0,64,15,ok,20260719_142739_radio_xl1276_d01_sx1276_continuous_rx
12,125.0,0.1877333333333333,10.0,22,21,1,4.545454545454546,95.45454545454545,60.0,64,15,ok,20260719_143343_radio_xl1276_d01_sx1276_continuous_rx
7,125.0,3.84,20.0,450,446,4,0.8888888888888888,99.11111111111111,60.0,64,15,ok,20260719_142135_radio_xl1276_d01_sx1276_continuous_rx
9,125.0,1.2629333333333335,20.0,148,146,2,1.3513513513513513,98.64864864864865,60.0,64,15,ok,20260719_142739_radio_xl1276_d01_sx1276_continuous_rx
12,125.0,0.1877333333333333,20.0,22,21,1,4.545454545454546,95.45454545454545,60.0,64,15,ok,20260719_143343_radio_xl1276_d01_sx1276_continuous_rx
