run_id,timestamp_utc,profile_id,module,measurement_direction,measured_port,peer_port,ppk_port,voltage_mv,tx_power_dbm,bit_rate_kbps,frame_bytes,content_bytes_per_frame,inter_frame_gap_ms,requested_duration_s,actual_tx_duration_ms,frames_transmitted,bytes_transmitted,frames_received,frame_loss_percent,captured_samples,active_samples,active_window_s,sample_loss_percent,baseline_mean_uA,baseline_median_uA,mean_current_uA,stdev_current_uA,peak_current_uA,mean_excess_current_uA,mean_power_mW,stdev_power_mW,peak_power_mW,mean_excess_power_mW,energy_60s_mJ,transmitter_response,status
continuous_001,2026-07-17T11:47:02+00:00,RADIO_CC1101_V2_868,CC1101 V2 868 MHz,rx,COM12,COM16,COM11,3300,-30.0,250.0,32,30,15,60.0,60012,3334,106688,0,100.0,6095360,6000000,60.0,0.0,1747.529204762591,1760.9913259709729,16594.242950507924,1098.0435091048848,25371.636328615354,14846.713745745332,54.76100173667615,3.6235435800461198,83.72639988443066,48.994155360959596,3285.660104200569,"TXCONT=60000,ELAPSED_MS=60012,FRAMES=3334,BYTES=106688,FRAME=32,GAP_MS=15 | OK",no_rx_data
continuous_002,2026-07-17T11:48:19+00:00,RADIO_CC1101_V2_868,CC1101 V2 868 MHz,rx,COM12,COM16,COM11,3300,0.0,250.0,32,30,15,60.0,60012,3334,106688,243,92.71145770845831,6094848,6000000,60.0,0.002493847415914684,1751.4660729853733,1765.341435014911,14692.280018114574,4806.402127475036,25715.043807372604,12940.8139451292,48.484524059778096,15.861127020667618,84.85964456432959,42.70468601892636,2909.0714435866857,"TXCONT=60000,ELAPSED_MS=60012,FRAMES=3334,BYTES=106688,FRAME=32,GAP_MS=15 | OK",ok
continuous_003,2026-07-17T11:49:36+00:00,RADIO_CC1101_V2_868,CC1101 V2 868 MHz,rx,COM12,COM16,COM11,3300,10.0,250.0,32,30,15,60.0,60012,3334,106688,3334,0.0,6094848,6000000,60.0,0.002493847415914684,1751.6326218444974,1765.341435014911,13755.531542972994,5683.837810641226,25518.749270501445,12003.898921128497,45.39325409181088,18.756664775116043,84.21187259265477,39.61286643972404,2723.595245508653,"TXCONT=60000,ELAPSED_MS=60012,FRAMES=3334,BYTES=106688,FRAME=32,GAP_MS=15 | OK",ok
