run_id,timestamp_utc,profile_id,module,firmware_selection,measurement_direction,measured_port,peer_port,transmitter_port,repetition,payload_bytes,frame_count,max_frame_payload_bytes,serial_content_bytes,parameters_json,ppk_mode,voltage_mv,estimated_airtime_ms,estimated_event_ms,captured_samples,sample_loss_percent,event_detected,baseline_median_uA,threshold_uA,event_start_ms,event_duration_ms,tx_mean_uA,tx_peak_uA,rx_mean_uA,rx_peak_uA,event_mean_uA,event_peak_uA,charge_total_uC,charge_excess_uC,energy_total_uJ,energy_excess_uJ,radio_response,transmitter_response,receiver_port,receiver_response,packet_received,packet_lost,status
run_00001,2026-07-19T21:35:18+00:00,RADIO_HC12,HC-12 UART radio,RADIO_HC12 + AT_COMMANDS,tx,COM39,COM40,COM39,1,8,1,8,6,"{""bit_rate_kbps"": 0.5, ""tx_power_dbm"": 20}",ampere,3300,148.0,148.0,95232,0.0,True,14835.570839958278,18165.445497357436,14.93,357.07,46381.22636285909,61414.84559326787,,,46381.22636285909,61414.84559326787,16561.344497386097,11264.835702178589,54652.43684137412,37173.95781718934,,,COM40,012345,True,False,ok
run_00002,2026-07-19T21:35:24+00:00,RADIO_HC12,HC-12 UART radio,RADIO_HC12 + AT_COMMANDS,tx,COM39,COM40,COM39,2,8,1,8,6,"{""bit_rate_kbps"": 0.5, ""tx_power_dbm"": 20}",ampere,3300,148.0,148.0,95232,0.0,True,14835.570839958278,18714.875768960213,14.44,357.56,46374.28378661693,61414.84559326787,,,46374.28378661693,61414.84559326787,16581.588910742747,11277.727648147273,54719.24340545106,37216.501238886,,,COM40,012345,True,False,ok
run_00003,2026-07-19T21:35:30+00:00,RADIO_HC12,HC-12 UART radio,RADIO_HC12 + AT_COMMANDS,tx,COM39,COM40,COM39,3,8,1,8,6,"{""bit_rate_kbps"": 0.5, ""tx_power_dbm"": 20}",ampere,3300,148.0,148.0,95232,0.0,True,14882.336170151835,18212.94254244726,14.19,357.81,46360.07264233102,60664.75654312927,,,46360.07264233102,60664.75654312927,16588.097592152462,11263.752591858742,54740.72205410312,37170.38355313385,,,COM40,012345,True,False,ok
run_00004,2026-07-19T21:35:36+00:00,RADIO_HC12,HC-12 UART radio,RADIO_HC12 + AT_COMMANDS,tx,COM39,COM40,COM39,4,8,1,8,6,"{""bit_rate_kbps"": 0.5, ""tx_power_dbm"": 20}",ampere,3300,148.0,148.0,94720,0.29473684210526313,True,14835.570839958278,18165.445497357436,14.41,357.59000000000003,46412.23727752778,65166.60390378176,,,46412.23727752778,65166.60390378176,16596.55192807116,11292.202320047267,54768.621362634825,37264.26765615598,,,COM40,012345,True,False,ok
run_00005,2026-07-19T21:35:42+00:00,RADIO_HC12,HC-12 UART radio,RADIO_HC12 + AT_COMMANDS,tx,COM39,COM40,COM39,5,8,1,8,6,"{""bit_rate_kbps"": 0.5, ""tx_power_dbm"": 20}",ampere,3300,148.0,148.0,94720,0.29473684210526313,True,14835.570839958278,18165.445497357436,13.99,358.01,46366.21587639675,60664.75654312927,,,46366.21587639675,60664.75654312927,16599.568945908803,11289.189293135361,54778.57752149904,37254.32466734669,,,COM40,012345,True,False,ok
